@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,2}

@data
20,19,11,10,11,19,20,10,12,20,21,11,19,10,26,4,5,27,11,20,4,26,11,20,5,20,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
18,21,8,12,9,22,19,13,9,22,18,12,0,30,9,20,21,10,31,1,21,10,30,0,21,0,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
23,20,8,7,10,22,24,8,9,21,23,7,6,24,10,19,20,11,25,7,20,11,24,6,20,6,11,31,17,13,19,12,18,0,0,31,0,31,0,19,0,18,2.0
18,26,4,9,4,26,20,11,5,27,20,11,15,15,20,10,11,21,15,15,10,20,16,16,11,16,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
13,25,5,14,5,25,15,16,6,26,15,16,9,21,14,14,16,16,21,9,15,15,22,10,16,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
20,19,11,10,11,19,20,10,12,20,21,11,17,12,25,5,6,26,13,18,5,25,13,18,6,18,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
16,23,7,11,7,23,18,13,8,24,18,13,9,18,25,5,6,26,20,11,5,25,20,11,6,11,16,18,14,17,15,16,14,11,12,19,12,19,12,15,12,14,1.0
22,14,16,8,16,14,22,8,17,15,23,9,18,11,29,0,1,30,12,19,1,30,12,19,1,19,21,14,9,22,10,21,9,16,17,15,16,14,17,10,16,9,1.0
22,15,15,8,15,15,22,8,16,16,23,9,18,11,28,2,2,28,12,19,3,29,12,19,2,19,24,13,6,25,7,24,6,17,18,14,17,13,18,7,17,6,1.0
19,21,8,11,9,22,20,12,9,22,19,11,2,28,9,21,21,9,29,3,22,10,28,2,21,2,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
23,17,13,7,13,17,23,7,14,18,24,8,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
16,19,11,14,11,19,16,14,12,20,17,15,10,18,23,7,8,24,19,11,7,23,20,12,8,12,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,1.0
20,20,9,9,10,21,21,10,10,21,21,10,7,22,19,10,11,20,23,8,11,20,23,8,11,8,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,1.0
20,20,9,9,10,21,21,10,10,21,21,10,7,22,17,12,13,18,23,8,13,18,23,8,13,8,17,19,12,18,13,18,13,10,11,20,11,20,11,13,11,13,2.0
19,26,4,10,4,26,20,11,5,27,20,11,11,19,16,14,15,17,19,11,14,16,20,12,15,12,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
21,15,15,9,15,15,21,9,16,16,22,10,18,11,29,1,2,30,12,19,1,29,12,19,2,19,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,1.0
14,30,0,13,0,30,16,15,1,31,16,15,12,18,16,14,15,17,18,12,14,16,19,13,15,13,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
16,24,6,11,6,24,18,13,7,25,18,13,18,11,22,8,9,23,12,19,8,22,12,19,9,19,19,15,11,20,12,19,11,14,15,16,15,16,15,12,15,11,2.0
19,17,13,11,13,17,19,11,14,18,20,12,18,11,26,4,5,27,12,19,4,26,12,19,5,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
13,31,0,15,0,31,14,16,0,31,15,17,12,18,16,14,15,17,18,12,14,16,19,13,15,13,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
18,26,4,9,4,26,20,11,5,27,20,11,11,19,15,15,16,16,19,11,15,15,20,12,16,12,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
16,24,4,11,5,25,18,13,6,26,18,13,10,20,14,16,17,15,20,10,16,14,21,11,17,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
12,30,0,13,1,31,15,16,0,30,15,16,5,25,9,21,22,10,25,5,21,9,26,6,22,6,18,16,12,18,12,19,13,13,14,17,14,17,14,12,14,13,1.0
18,20,9,12,10,21,19,13,10,21,18,12,2,28,7,20,22,9,29,3,22,9,28,2,22,2,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
16,26,3,12,4,27,17,13,4,27,18,14,13,17,16,14,15,17,17,13,14,16,18,14,15,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
24,17,13,6,13,17,24,6,14,18,25,7,18,11,28,2,3,29,12,19,2,28,12,19,3,19,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,1.0
12,28,1,15,2,29,14,17,2,29,14,17,13,17,16,14,15,17,17,13,14,16,18,14,15,14,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
22,13,15,8,16,14,22,8,17,15,23,9,14,15,18,12,13,19,16,15,12,18,16,15,13,15,12,24,18,13,19,12,18,5,6,25,6,25,6,19,6,18,2.0
14,22,8,16,8,22,14,16,9,23,15,17,11,19,17,11,13,19,19,11,12,18,20,12,13,12,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,1.0
19,24,4,11,5,25,19,11,6,26,20,12,17,13,20,10,11,21,13,17,10,20,14,18,11,18,23,14,7,24,8,23,7,15,16,15,16,15,16,8,16,7,2.0
14,27,1,13,3,29,16,15,2,28,16,15,5,25,10,19,20,11,25,5,20,11,26,6,20,6,18,16,12,18,12,19,13,13,14,17,14,17,14,12,14,13,1.0
15,23,5,12,6,24,17,14,7,25,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,20,6,24,7,24,7,7,9,22,9,22,9,7,9,7,1.0
13,25,5,14,5,25,15,16,6,26,15,16,13,17,17,13,14,18,17,13,13,17,18,14,14,14,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,1.0
14,27,3,11,3,27,17,14,4,28,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,2.0
16,21,9,14,9,21,16,14,10,22,17,15,17,13,22,8,9,23,13,17,8,22,14,18,9,18,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
13,29,0,16,1,30,14,17,1,30,14,17,8,22,13,17,18,14,22,8,17,13,23,9,18,9,22,13,8,22,8,23,9,16,17,14,17,14,17,8,17,9,2.0
22,24,4,6,6,26,24,8,5,25,23,7,4,26,8,20,21,9,27,5,22,10,26,4,21,4,10,29,18,12,20,11,19,1,2,30,1,29,2,20,1,19,1.0
16,30,0,11,0,30,18,13,1,31,18,13,13,17,17,13,14,18,17,13,13,17,18,14,14,14,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,1.0
14,20,9,15,10,21,15,16,10,21,15,16,5,25,10,19,20,11,25,5,20,11,26,6,20,6,13,25,16,14,17,14,17,4,5,26,5,26,5,17,5,17,2.0
22,16,13,8,14,17,22,8,14,17,23,9,19,10,24,6,6,24,11,20,7,25,11,20,6,20,26,17,4,27,5,26,4,13,14,18,13,17,14,5,13,4,1.0
20,15,15,10,15,15,20,10,16,16,21,11,17,12,27,2,3,28,13,18,3,28,13,18,3,18,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,1.0
22,20,8,8,10,22,23,9,9,21,22,8,6,24,11,19,19,11,25,7,20,12,24,6,19,6,12,31,14,15,17,14,16,0,0,31,0,31,0,17,0,16,2.0
12,28,0,16,1,29,13,17,2,30,14,18,12,18,15,15,16,16,18,12,15,15,19,13,16,13,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
20,30,0,8,1,31,22,10,0,30,21,9,5,25,8,21,22,9,26,6,22,9,25,5,22,5,11,25,15,14,18,13,17,4,5,26,5,26,5,18,5,17,1.0
21,15,15,9,15,15,21,9,16,16,22,10,17,12,27,2,3,28,13,18,3,28,13,18,3,18,24,15,6,25,7,24,6,15,16,16,15,15,16,7,15,6,1.0
15,25,3,12,4,26,17,14,5,27,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,1.0
14,27,1,13,2,28,16,15,3,29,16,15,8,20,17,11,13,19,21,9,12,18,22,10,13,10,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
12,24,5,15,6,25,14,17,6,25,14,17,3,27,10,20,20,10,28,4,21,11,27,3,20,3,17,29,11,19,13,18,12,1,2,30,1,29,2,13,1,12,1.0
20,14,16,9,16,14,21,10,17,15,21,10,16,13,23,6,7,24,14,17,7,24,14,17,7,17,28,25,2,29,3,28,2,5,6,26,5,25,6,3,5,2,2.0
19,26,2,11,3,27,19,11,4,28,20,12,15,15,20,10,11,21,15,15,10,20,16,16,11,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
23,18,12,7,12,18,23,7,13,19,24,8,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
11,30,0,14,0,30,14,17,1,31,14,17,13,17,18,12,13,19,17,13,12,18,18,14,13,14,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
16,27,2,13,3,28,17,14,3,28,17,14,4,26,8,21,22,9,27,5,22,9,26,4,22,4,18,23,10,20,12,19,11,6,7,24,7,24,7,12,7,11,2.0
18,28,2,9,2,28,20,11,3,29,20,11,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,18,8,22,9,22,9,11,12,19,12,19,12,9,12,9,1.0
17,22,6,13,7,23,17,13,8,24,18,14,13,15,19,11,12,20,16,14,11,19,17,15,12,15,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
22,14,16,8,16,14,22,8,17,15,23,9,18,11,28,2,2,28,12,19,3,29,12,19,2,19,24,15,6,25,7,24,6,15,16,16,15,15,16,7,15,6,1.0
13,29,1,14,1,29,15,16,2,30,15,16,10,18,16,14,15,17,19,11,14,16,20,12,15,12,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,1.0
14,26,4,13,4,26,16,15,5,27,16,15,13,15,22,8,9,23,16,14,8,22,17,15,9,15,18,16,11,19,12,19,12,13,14,17,14,17,14,12,14,12,1.0
16,21,8,12,9,22,18,14,9,22,17,13,1,29,7,21,22,8,30,2,23,9,29,1,22,1,16,30,12,18,14,17,13,0,1,31,0,30,1,14,0,13,1.0
16,29,1,11,1,29,18,13,2,30,18,13,13,17,18,12,13,19,17,13,12,18,18,14,13,14,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,26,4,5,27,12,19,4,26,12,19,5,19,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
18,30,0,10,1,31,20,12,0,30,19,11,0,30,8,21,22,9,31,1,22,9,30,0,22,0,14,26,16,14,16,15,17,3,4,27,4,27,4,16,4,17,1.0
15,25,4,13,5,26,16,14,5,26,17,15,4,25,8,21,22,9,26,5,22,9,26,5,22,5,13,25,15,15,17,14,16,4,5,26,5,26,5,17,5,16,2.0
16,23,5,14,6,24,16,14,7,25,17,15,16,14,20,10,11,21,14,16,10,20,15,17,11,17,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
20,22,7,8,8,23,22,10,8,23,21,9,5,24,13,16,17,14,25,6,17,14,25,6,17,6,17,21,12,18,13,18,13,8,9,22,9,22,9,13,9,13,2.0
16,24,4,11,5,25,18,13,6,26,18,13,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,16,6,24,7,24,7,11,13,18,13,18,13,7,13,7,1.0
18,23,5,12,6,24,18,12,7,25,19,13,16,14,20,10,11,21,14,16,10,20,15,17,11,17,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,2.0
20,23,5,9,6,24,21,10,7,25,21,10,17,12,22,8,9,23,13,18,8,22,13,18,9,18,21,13,9,22,10,21,9,16,17,14,17,14,17,10,17,9,2.0
19,25,3,11,4,26,19,11,5,27,20,12,15,15,19,11,12,20,15,15,11,19,16,16,12,16,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,2.0
22,14,16,8,16,14,22,8,17,15,23,9,17,12,28,1,2,29,13,18,2,29,13,18,2,18,22,14,8,23,9,22,8,16,17,15,16,14,17,9,16,8,1.0
17,21,8,11,9,22,19,13,9,22,18,12,2,28,9,21,21,9,29,3,22,10,28,2,21,2,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,1.0
21,26,2,9,3,27,21,9,4,28,22,10,11,19,15,15,16,16,19,11,15,15,20,12,16,12,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
10,27,2,19,3,28,11,20,3,28,11,20,6,24,11,19,20,12,24,6,19,11,25,7,20,7,20,14,10,20,10,21,11,15,16,15,16,15,16,10,16,11,1.0
14,31,0,13,0,31,16,15,0,31,16,15,10,20,17,13,14,18,20,10,13,17,21,11,14,11,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
10,30,0,17,1,31,12,19,0,30,12,19,0,31,1,28,29,2,31,0,29,2,31,0,29,0,12,29,16,14,18,13,17,0,1,30,1,30,1,18,1,17,1.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
15,24,4,12,5,25,17,14,6,26,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,23,19,6,24,7,24,7,8,10,21,10,21,10,7,10,7,1.0
15,26,2,12,3,27,17,14,4,28,17,14,11,19,14,16,17,15,19,11,16,14,20,12,17,12,25,19,4,26,5,26,5,8,10,21,10,21,10,5,10,5,2.0
17,26,2,10,3,27,19,12,4,28,19,12,16,14,18,12,13,19,14,16,12,18,15,17,13,17,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
15,30,0,12,1,31,17,14,0,30,17,14,0,31,7,22,23,8,31,0,23,8,31,0,23,0,12,31,17,13,18,13,18,0,0,31,0,31,0,18,0,18,1.0
20,13,17,9,17,13,21,10,18,14,21,10,15,14,25,5,5,25,15,16,6,26,15,16,5,16,23,28,5,25,7,24,6,2,3,29,2,28,3,7,2,6,1.0
15,25,4,12,5,26,17,14,5,26,17,14,9,21,13,17,18,14,21,9,17,13,22,10,18,10,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
19,17,13,11,13,17,19,11,14,18,20,12,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
15,25,3,13,4,26,16,14,5,27,17,15,13,17,17,13,14,18,17,13,13,17,18,14,14,14,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
18,31,0,9,0,31,20,11,0,31,20,11,6,24,9,20,21,10,24,6,21,10,25,7,21,7,22,20,7,23,8,23,8,9,10,21,10,21,10,8,10,8,2.0
19,16,14,11,14,16,19,11,15,17,20,12,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
10,26,3,19,4,27,11,20,4,27,11,20,8,22,13,17,18,14,22,8,17,13,23,9,18,9,22,13,8,22,8,23,9,16,17,14,17,14,17,8,17,9,1.0
18,22,6,9,7,23,20,11,8,24,20,11,12,18,16,14,15,17,18,12,14,16,19,13,15,13,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,1.0
18,27,3,9,3,27,20,11,4,28,20,11,3,27,8,20,22,10,27,3,21,9,28,4,22,4,17,28,12,18,13,18,13,1,2,29,2,29,2,13,2,13,1.0
24,21,7,6,9,23,25,7,8,22,24,6,7,23,10,20,20,10,24,8,21,11,23,7,20,7,12,31,16,14,18,13,17,0,0,31,0,31,0,18,0,17,2.0
13,28,2,12,2,28,16,15,3,29,16,15,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,2.0
22,20,8,8,10,22,23,9,9,21,22,8,6,24,10,19,20,11,25,7,20,11,24,6,20,6,11,31,15,14,18,13,17,0,0,31,0,31,0,18,0,17,2.0
14,24,5,14,6,25,16,16,6,25,15,15,10,20,15,14,15,16,20,10,15,16,21,11,15,11,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
12,30,0,17,1,31,13,18,0,30,13,18,6,24,12,18,19,13,24,6,18,12,25,7,19,7,21,14,9,21,9,22,10,15,16,15,16,15,16,9,16,10,2.0
12,28,2,13,2,28,15,16,3,29,15,16,11,19,16,14,15,17,19,11,14,16,20,12,15,12,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
15,30,0,13,1,31,17,15,0,30,16,14,0,30,6,23,24,7,31,1,24,7,30,0,24,0,13,27,16,14,17,14,17,2,3,28,3,28,3,17,3,17,1.0
14,26,2,13,3,27,16,15,4,28,16,15,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,20,5,25,6,25,6,7,9,22,9,22,9,6,9,6,2.0
14,21,9,13,9,21,16,15,10,22,16,15,1,29,11,17,19,13,29,1,18,12,30,2,19,2,15,20,14,16,15,16,15,9,10,21,10,21,10,15,10,15,1.0
16,30,0,11,0,30,18,13,1,31,18,13,10,20,14,16,17,15,20,10,16,14,21,11,17,11,22,15,7,23,8,23,8,14,15,16,15,16,15,8,15,8,1.0
15,24,5,12,6,25,17,14,6,25,17,14,13,17,16,14,15,17,17,13,14,16,18,14,15,14,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,2.0
14,30,0,13,0,30,16,15,1,31,16,15,11,19,15,15,16,16,19,11,15,15,20,12,16,12,25,14,4,26,5,26,5,15,16,15,16,15,16,5,16,5,2.0
16,24,4,11,5,25,18,13,6,26,18,13,11,19,15,15,16,16,19,11,15,15,20,12,16,12,22,18,7,23,8,23,8,9,11,20,11,20,11,8,11,8,1.0
12,30,0,17,1,31,13,18,0,30,13,18,5,25,10,18,20,12,25,5,19,11,26,6,20,6,20,15,10,20,10,21,11,14,15,16,15,16,15,10,15,11,2.0
13,31,0,12,0,31,16,15,0,31,16,15,9,21,13,17,18,14,21,9,17,13,22,10,18,10,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
14,30,0,13,0,30,16,15,1,31,16,15,11,19,16,14,15,17,19,11,14,16,20,12,15,12,26,13,3,27,4,27,4,16,17,14,17,14,17,4,17,4,2.0
15,25,3,12,4,26,17,14,5,27,17,14,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,20,7,23,8,23,8,7,9,22,9,22,9,8,9,8,1.0
17,27,3,10,3,27,19,12,4,28,19,12,11,19,14,16,17,15,19,11,16,14,20,12,17,12,21,18,8,22,9,22,9,9,11,20,11,20,11,9,11,9,2.0
18,18,12,12,12,18,18,12,13,19,19,13,11,17,23,7,8,24,18,12,7,23,19,13,8,13,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
19,21,9,10,9,21,20,11,10,22,20,11,16,13,24,6,7,25,14,17,6,24,14,17,7,17,28,10,2,29,3,28,2,19,20,11,20,11,20,3,20,2,2.0
16,23,5,11,6,24,18,13,7,25,18,13,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,20,6,24,7,24,7,7,9,22,9,22,9,7,9,7,1.0
14,30,0,13,1,31,16,15,0,30,16,15,1,29,8,21,22,9,29,1,22,9,30,2,22,2,15,19,15,15,15,16,16,10,11,20,11,20,11,15,11,16,1.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,13,5,26,6,25,5,16,17,14,17,14,17,6,17,5,2.0
17,29,1,10,1,29,19,12,2,30,19,12,15,14,20,10,11,21,15,16,10,20,15,16,11,16,19,15,11,20,12,19,11,14,15,16,15,16,15,12,15,11,1.0
16,23,7,11,7,23,18,13,8,24,18,13,17,13,22,8,9,23,13,17,8,22,14,18,9,18,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
24,22,7,6,8,23,25,7,8,23,24,6,4,26,12,18,18,12,27,5,19,13,26,4,18,4,15,30,13,17,15,16,14,0,1,31,0,30,1,15,0,14,1.0
14,29,1,14,1,29,15,15,2,30,16,16,15,15,18,12,13,19,15,15,12,18,16,16,13,16,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
23,20,8,5,10,22,25,7,9,21,24,6,6,24,12,18,18,12,25,7,19,13,24,6,18,6,12,30,17,13,18,13,18,0,1,31,0,30,1,18,0,18,1.0
16,21,9,14,9,21,16,14,10,22,17,15,16,13,21,9,10,22,14,17,9,21,14,17,10,17,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
13,23,6,15,7,24,14,16,7,24,15,17,4,26,6,23,24,7,27,5,24,7,26,4,24,4,14,24,14,16,16,15,15,5,6,25,6,25,6,16,6,15,2.0
11,24,6,17,6,24,12,18,7,25,13,19,2,27,9,21,21,9,28,3,22,10,28,3,21,3,14,25,14,16,16,15,15,4,5,26,5,26,5,16,5,15,2.0
12,26,4,15,4,26,14,17,5,27,14,17,8,20,15,15,16,16,21,9,15,15,22,10,16,10,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
11,27,2,18,3,28,12,19,3,28,12,19,7,23,12,16,18,14,23,7,17,13,24,8,18,8,22,13,8,22,8,23,9,16,17,14,17,14,17,8,17,9,2.0
15,24,5,12,6,25,17,14,6,25,17,14,9,21,13,17,18,14,21,9,17,13,22,10,18,10,22,21,7,23,8,23,8,6,8,23,8,23,8,8,8,8,1.0
13,29,1,14,1,29,15,16,2,30,15,16,15,15,18,12,13,19,15,15,12,18,16,16,13,16,20,15,9,21,10,21,10,14,15,16,15,16,15,10,15,10,2.0
14,21,9,13,9,21,16,15,10,22,16,15,16,13,23,7,8,24,14,17,7,23,14,17,8,17,28,11,2,29,3,28,2,18,19,12,19,12,19,3,19,2,2.0
17,30,0,11,1,31,19,13,0,30,18,12,1,29,7,22,23,8,30,2,23,8,29,1,23,1,14,26,15,15,16,15,16,3,4,27,4,27,4,16,4,16,2.0
20,20,10,10,10,20,20,10,11,21,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
17,25,5,11,5,25,18,12,6,26,19,13,5,25,9,21,22,10,25,5,21,9,26,6,22,6,16,19,13,17,14,17,14,10,11,20,11,20,11,14,11,14,1.0
17,23,5,10,6,24,19,12,7,25,19,12,12,18,15,15,16,16,18,12,15,15,19,13,16,13,23,20,6,24,7,24,7,7,9,22,9,22,9,7,9,7,1.0
19,19,11,9,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,13,5,26,6,25,5,16,17,14,17,14,17,6,17,5,1.0
17,30,0,11,1,31,19,13,0,30,18,12,1,29,8,21,22,9,30,2,22,9,29,1,22,1,14,23,15,15,16,15,16,4,6,25,6,25,6,16,6,16,2.0
14,26,3,14,4,27,15,15,4,27,16,16,12,18,15,15,16,16,18,12,15,15,19,13,16,13,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
16,27,3,12,3,27,17,13,4,28,18,14,14,14,20,10,11,21,15,15,10,20,16,16,11,16,18,16,11,19,12,19,12,13,14,17,14,17,14,12,14,12,2.0
8,27,2,19,3,28,10,21,3,28,10,21,7,21,14,16,17,15,22,8,16,14,23,9,17,9,21,13,9,21,9,22,10,16,17,14,17,14,17,9,17,10,1.0
18,25,4,12,5,26,18,12,5,26,19,13,14,16,18,12,13,19,16,14,12,18,17,15,13,15,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,2.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,25,19,4,26,5,26,5,8,10,21,10,21,10,5,10,5,2.0
15,30,0,12,0,30,17,14,1,31,17,14,13,17,18,12,13,19,17,13,12,18,18,14,13,14,26,12,3,27,4,27,4,17,18,13,18,13,18,4,18,4,2.0
15,30,0,13,1,31,17,15,0,30,16,14,0,30,9,20,21,10,31,1,21,10,30,0,21,0,13,21,17,13,17,14,18,8,9,22,9,22,9,17,9,18,1.0
23,18,12,7,12,18,23,7,13,19,24,8,17,12,26,4,5,27,13,18,4,26,13,18,5,18,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
17,30,0,10,0,30,19,12,1,31,19,12,9,19,18,12,13,19,20,10,12,18,21,11,13,11,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
13,25,4,14,5,26,15,16,5,26,15,16,9,20,13,17,17,13,21,10,18,14,21,10,17,10,15,24,13,17,15,16,14,4,6,26,5,25,6,15,5,14,1.0
17,21,8,13,9,22,18,14,9,22,17,13,1,29,8,21,22,9,30,2,22,9,29,1,22,1,17,31,11,19,13,18,12,0,0,31,0,31,0,13,0,12,1.0
19,24,6,10,6,24,20,11,7,25,20,11,13,16,19,10,11,20,17,14,11,20,17,14,11,14,15,22,13,17,15,16,14,8,9,23,8,22,9,15,8,14,1.0
11,26,3,18,4,27,12,19,4,27,12,19,7,23,12,18,19,13,23,7,18,12,24,8,19,8,22,14,8,22,8,23,9,15,16,15,16,15,16,8,16,9,1.0
16,24,4,11,5,25,18,13,6,26,18,13,13,17,16,14,15,17,17,13,14,16,18,14,15,14,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
13,29,0,14,1,30,15,16,1,30,15,16,12,18,15,15,16,16,18,12,15,15,19,13,16,13,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,2.0
