@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLee numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute destClass {2,1}

@data
76,37,55,75,12,17,80,57,39,14,82,19,77,78,18,14,77,13,76,56,38,77,17,16,18,76,13,81,57,18,14,39,14,18,18,38,19,39,56,17,19,18,2.0
72,36,58,53,13,37,79,59,37,15,81,40,56,74,22,15,56,14,55,58,36,73,21,20,39,54,13,80,59,22,15,37,15,22,39,36,40,37,58,21,40,22,1.0
74,33,57,72,13,18,79,60,36,15,81,21,75,76,20,15,75,14,74,59,35,75,19,18,20,74,14,80,60,20,15,36,15,20,20,35,21,36,59,19,21,20,1.0
76,34,56,73,14,19,78,58,37,16,80,21,75,78,17,16,75,15,74,58,36,77,17,16,20,74,15,79,59,18,16,37,16,18,20,36,21,37,58,17,21,18,1.0
75,32,58,65,13,25,79,60,35,15,81,28,68,77,18,15,68,14,67,60,34,76,18,17,27,67,14,80,61,19,15,35,15,19,27,34,28,35,60,18,28,19,1.0
75,35,57,72,13,18,79,59,37,15,81,21,75,77,19,15,75,14,74,58,36,76,18,17,20,74,14,80,59,19,15,37,15,19,20,36,21,37,58,18,21,19,1.0
75,34,58,75,13,17,79,59,36,15,81,19,77,77,18,15,77,14,76,59,35,76,18,17,18,75,13,80,60,19,15,36,15,19,18,35,19,36,59,18,19,19,2.0
79,36,54,76,11,16,81,56,39,13,83,18,78,81,14,13,78,12,77,56,38,80,14,13,17,77,12,82,57,15,13,39,13,15,17,38,18,39,56,14,18,15,2.0
76,32,58,75,12,17,80,60,35,14,82,19,77,78,17,14,77,13,76,60,34,77,17,16,18,76,13,81,61,18,14,35,14,18,18,34,19,35,60,17,19,18,2.0
83,43,47,73,13,17,79,49,46,14,81,20,75,85,10,15,76,14,75,49,45,84,10,9,19,75,14,80,50,11,15,46,15,11,19,45,20,46,49,10,20,11,2.0
72,36,58,70,14,18,78,59,37,16,80,22,74,74,22,16,74,15,73,58,36,73,21,20,21,72,14,79,59,22,16,37,16,22,21,36,22,37,58,21,22,22,1.0
72,37,57,64,14,24,78,58,38,16,80,28,68,74,22,16,68,15,67,57,37,73,21,20,27,67,15,79,58,22,16,38,16,22,27,37,28,38,57,21,28,22,1.0
77,37,51,74,13,18,79,54,41,15,81,20,76,79,16,15,76,14,75,54,40,78,16,15,19,75,14,80,55,17,15,41,15,17,19,40,20,41,54,16,20,17,1.0
75,36,54,74,13,18,79,57,39,15,81,20,76,77,19,15,76,14,75,56,38,76,18,17,19,75,14,80,57,19,15,39,15,19,19,38,20,39,56,18,20,19,1.0
74,31,61,65,12,25,80,62,33,14,82,28,68,76,19,14,68,13,67,62,32,75,19,18,27,67,13,81,63,20,14,33,14,20,27,32,28,33,62,19,28,20,1.0
75,38,56,75,12,17,80,57,39,14,82,19,77,77,19,14,77,13,76,56,38,76,18,17,18,76,13,81,57,19,14,39,14,19,18,38,19,39,56,18,19,19,2.0
78,34,56,75,12,17,80,59,37,14,82,19,77,80,16,14,77,13,76,58,36,79,15,14,18,76,13,81,59,16,14,37,14,16,18,36,19,37,58,15,19,16,2.0
75,33,59,76,11,16,81,61,35,13,83,18,78,77,19,13,78,12,77,60,34,76,18,17,17,77,12,82,61,19,13,35,13,19,17,34,18,35,60,18,18,19,2.0
79,34,56,76,12,16,80,58,37,14,82,18,78,81,14,14,78,13,77,58,36,80,14,13,17,76,12,81,59,15,14,37,14,15,17,36,18,37,58,14,18,15,2.0
77,33,59,76,12,16,80,61,35,14,82,18,78,79,17,14,78,13,77,60,34,78,16,15,17,77,13,81,61,17,14,35,14,17,17,34,18,35,60,16,18,17,2.0
76,37,55,75,12,17,80,57,39,14,82,19,77,78,18,14,77,13,76,56,38,77,17,16,18,76,13,81,57,18,14,39,14,18,18,38,19,39,56,17,19,18,2.0
76,35,53,72,13,18,79,57,39,15,81,21,75,78,18,15,75,14,74,56,38,77,17,16,20,74,14,80,57,18,15,39,15,18,20,38,21,39,56,17,21,18,1.0
76,34,58,74,12,18,80,60,36,14,82,20,76,78,18,14,76,13,75,59,35,77,17,16,19,75,13,81,60,18,14,36,14,18,19,35,20,36,59,17,20,18,2.0
76,41,53,75,12,17,80,54,42,14,82,19,77,78,18,14,77,13,76,53,41,77,17,16,18,76,13,81,54,18,14,42,14,18,18,41,19,42,53,17,19,18,2.0
76,31,59,76,11,16,81,61,34,13,83,18,78,78,17,13,78,12,77,61,33,77,17,16,17,77,12,82,62,18,13,34,13,18,17,33,18,34,61,17,18,18,2.0
75,36,54,73,13,17,79,57,39,15,81,20,76,77,19,15,76,14,75,56,38,76,18,17,19,75,14,80,57,19,15,39,15,19,19,38,20,39,56,18,20,19,1.0
75,34,56,77,12,15,80,58,36,13,82,16,78,78,17,13,79,13,78,58,36,77,17,15,16,78,13,81,59,17,13,37,14,18,16,36,16,36,58,17,17,17,2.0
76,35,55,75,13,17,79,57,38,15,81,19,77,78,17,15,77,14,76,57,37,77,17,16,18,75,13,80,58,18,15,38,15,18,18,37,19,38,57,17,19,18,1.0
76,36,58,75,12,17,80,59,37,14,82,19,77,78,18,14,77,13,76,58,36,77,17,16,18,76,13,81,59,18,14,37,14,18,18,36,19,37,58,17,19,18,2.0
74,36,56,63,13,27,79,58,38,15,81,30,66,76,20,15,66,14,65,57,37,75,19,18,29,65,14,80,58,20,15,38,15,20,29,37,30,38,57,19,30,20,1.0
75,34,54,64,13,26,79,58,38,15,81,29,67,77,19,15,67,14,66,57,37,76,18,17,28,65,13,80,58,19,15,38,15,19,28,37,29,38,57,18,29,19,1.0
78,39,51,76,13,16,79,53,41,14,81,17,77,81,14,14,78,14,77,53,41,80,14,12,17,77,14,80,54,14,14,42,15,15,17,41,17,41,53,14,18,14,2.0
77,37,53,72,13,18,79,56,40,15,81,21,75,79,17,15,75,14,74,55,39,78,16,15,20,74,14,80,56,17,15,40,15,17,20,39,21,40,55,16,21,17,1.0
77,38,52,73,13,17,79,54,41,15,81,20,76,79,16,15,76,14,75,54,40,78,16,15,19,74,13,80,55,17,15,41,15,17,19,40,20,41,54,16,20,17,1.0
76,37,53,72,13,18,79,55,40,15,81,21,75,78,17,15,75,14,74,55,39,77,17,16,20,74,14,80,56,18,15,40,15,18,20,39,21,40,55,17,21,18,1.0
75,38,56,74,13,18,79,57,39,15,81,20,76,77,19,15,76,14,75,56,38,76,18,17,19,75,14,80,57,19,15,39,15,19,19,38,20,39,56,18,20,19,2.0
75,33,57,71,14,17,78,60,36,16,80,21,75,77,19,16,75,15,74,59,35,76,18,17,20,73,14,79,60,19,16,36,16,19,20,35,21,36,59,18,21,19,1.0
76,35,55,73,14,19,78,57,38,16,80,21,75,78,17,16,75,15,74,57,37,77,17,16,20,74,15,79,58,18,16,38,16,18,20,37,21,38,57,17,21,18,1.0
80,38,52,75,13,17,79,55,41,15,81,19,77,82,14,15,77,14,76,54,40,81,13,12,18,75,13,80,55,14,15,41,15,14,18,40,19,41,54,13,19,14,2.0
74,36,56,75,12,17,80,57,37,13,82,18,76,77,18,13,77,13,76,57,37,76,18,16,18,76,13,81,58,18,13,38,14,19,18,37,18,37,57,18,19,18,2.0
72,39,55,66,11,24,81,56,40,13,83,27,69,74,22,13,69,12,68,55,39,73,21,20,26,68,12,82,56,22,13,40,13,22,26,39,27,40,55,21,27,22,2.0
78,38,52,76,13,16,79,54,40,14,81,17,77,81,14,14,78,14,77,54,40,80,14,12,17,77,14,80,55,14,14,41,15,15,17,40,17,40,54,14,18,14,2.0
77,37,53,74,13,18,79,56,40,15,81,20,76,79,17,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
75,38,56,71,14,19,78,57,39,16,80,22,74,77,19,16,74,15,73,56,38,76,18,17,21,73,15,79,57,19,16,39,16,19,21,38,22,39,56,18,22,19,1.0
74,36,56,74,13,18,79,58,38,15,81,20,76,76,20,15,76,14,75,57,37,75,19,18,19,75,14,80,58,20,15,38,15,20,19,37,20,38,57,19,20,20,1.0
86,47,43,71,13,19,79,45,50,14,81,22,73,88,7,15,74,14,73,45,49,87,7,6,21,73,14,80,46,8,15,50,15,8,21,49,22,50,45,7,22,8,2.0
79,38,52,74,13,18,79,54,41,15,81,20,76,81,14,15,76,14,75,54,40,80,14,13,19,75,14,80,55,15,15,41,15,15,19,40,20,41,54,14,20,15,1.0
75,36,58,76,12,16,80,59,37,14,82,18,78,77,19,14,78,13,77,58,36,76,18,17,17,77,13,81,59,19,14,37,14,19,17,36,18,37,58,18,18,19,2.0
76,33,57,74,14,18,78,59,36,16,80,20,76,78,17,16,76,15,75,59,35,77,17,16,19,74,14,79,60,18,16,36,16,18,19,35,20,36,59,17,20,18,1.0
75,34,56,75,13,17,79,58,37,15,81,19,77,77,18,15,77,14,76,58,36,76,18,17,18,76,14,80,59,19,15,37,15,19,18,36,19,37,58,18,19,19,1.0
76,38,52,74,14,18,78,55,41,16,80,20,76,78,18,16,76,15,75,54,40,77,17,16,19,75,15,79,55,18,16,41,16,18,19,40,20,41,54,17,20,18,1.0
75,32,60,76,11,16,81,62,34,13,83,18,78,77,19,13,78,12,77,61,33,76,18,17,17,77,12,82,62,19,13,34,13,19,17,33,18,34,61,18,18,19,2.0
81,44,46,68,12,22,80,48,47,13,82,25,70,83,12,14,71,13,70,48,46,82,12,11,24,70,13,81,49,13,14,47,14,13,24,46,25,47,48,12,25,13,2.0
74,35,55,72,13,18,79,58,38,15,81,21,75,76,20,15,75,14,74,57,37,75,19,18,20,74,14,80,58,20,15,38,15,20,20,37,21,38,57,19,21,20,1.0
75,34,56,64,13,26,79,59,37,15,81,29,67,77,19,15,67,14,66,58,36,76,18,17,28,66,14,80,59,19,15,37,15,19,28,36,29,37,58,18,29,19,1.0
74,35,59,74,14,18,78,60,36,16,80,20,76,76,20,16,76,15,75,59,35,75,19,18,19,75,15,79,60,20,16,36,16,20,19,35,20,36,59,19,20,20,1.0
73,35,55,71,11,17,81,57,37,12,83,20,74,76,19,12,75,12,74,57,37,75,19,17,20,74,12,82,58,19,12,38,13,20,20,37,20,37,57,19,21,19,2.0
80,35,55,76,12,16,80,57,38,14,82,18,78,82,13,14,78,13,77,57,37,81,13,12,17,76,12,81,58,14,14,38,14,14,17,37,18,38,57,13,18,14,2.0
72,34,58,63,13,27,79,60,36,15,81,30,66,74,22,15,66,14,65,59,35,73,21,20,29,65,14,80,60,22,15,36,15,22,29,35,30,36,59,21,30,22,1.0
75,39,53,75,11,17,81,55,41,13,83,19,77,77,19,13,77,12,76,54,40,76,18,17,18,76,12,82,55,19,13,41,13,19,18,40,19,41,54,18,19,19,2.0
78,32,58,76,12,16,80,60,35,14,82,18,78,80,15,14,78,13,77,60,34,79,15,14,17,77,13,81,61,16,14,35,14,16,17,34,18,35,60,15,18,16,2.0
77,36,54,76,13,16,79,56,39,15,81,18,78,79,16,15,78,14,77,56,38,78,16,15,17,76,13,80,57,17,15,39,15,17,17,38,18,39,56,16,18,17,1.0
81,37,51,75,12,17,80,54,41,14,82,19,77,83,12,14,77,13,76,54,40,82,12,11,18,76,13,81,55,13,14,41,14,13,18,40,19,41,54,12,19,13,2.0
77,37,57,76,11,16,81,58,38,13,83,18,78,79,17,13,78,12,77,57,37,78,16,15,17,77,12,82,58,17,13,38,13,17,17,37,18,38,57,16,18,17,2.0
74,32,58,70,14,20,78,60,35,16,80,23,73,76,19,16,73,15,72,60,34,75,19,18,22,72,15,79,61,20,16,35,16,20,22,34,23,35,60,19,23,20,1.0
73,36,58,64,13,26,79,59,37,15,81,29,67,75,21,15,67,14,66,58,36,74,20,19,28,66,14,80,59,21,15,37,15,21,28,36,29,37,58,20,29,21,1.0
76,35,55,74,13,18,79,58,38,15,81,20,76,78,18,15,76,14,75,57,37,77,17,16,19,75,14,80,58,18,15,38,15,18,19,37,20,38,57,17,20,18,1.0
76,35,55,68,13,20,79,58,38,15,81,24,72,78,18,15,72,14,71,57,37,77,17,16,23,71,14,80,58,18,15,38,15,18,23,37,24,38,57,17,24,18,1.0
76,36,54,72,13,18,79,57,39,15,81,21,75,78,18,15,75,14,74,56,38,77,17,16,20,74,14,80,57,18,15,39,15,18,20,38,21,39,56,17,21,18,1.0
73,33,59,76,11,16,81,61,35,13,83,18,78,75,21,13,78,12,77,60,34,74,20,19,17,77,12,82,61,21,13,35,13,21,17,34,18,35,60,20,18,21,2.0
74,32,60,75,12,17,80,62,34,14,82,19,77,76,20,14,77,13,76,61,33,75,19,18,18,76,13,81,62,20,14,34,14,20,18,33,19,34,61,19,19,20,2.0
77,36,52,75,13,17,79,55,39,14,81,18,76,80,15,14,77,14,76,55,39,79,15,13,18,76,14,80,56,15,14,40,15,16,18,39,18,39,55,15,19,15,2.0
75,33,57,68,14,20,78,60,35,15,80,23,71,77,19,15,72,15,71,59,35,76,18,17,23,70,14,79,60,19,16,36,16,19,23,35,24,35,59,18,24,19,1.0
73,35,59,67,13,19,79,60,36,15,81,24,72,75,21,15,72,14,71,59,35,74,20,19,23,71,14,80,60,21,15,36,15,21,23,35,24,36,59,20,24,21,1.0
77,33,59,76,11,16,81,61,35,13,83,18,78,79,17,13,78,12,77,60,34,78,16,15,17,77,12,82,61,17,13,35,13,17,17,34,18,35,60,16,18,17,2.0
77,36,56,77,11,15,81,57,37,12,83,16,78,80,15,12,79,12,78,57,37,79,15,13,16,78,12,82,58,15,12,38,13,16,16,37,16,37,57,15,17,15,2.0
73,37,57,75,12,17,80,58,38,14,82,19,77,75,21,14,77,13,76,57,37,74,20,19,18,76,13,81,58,21,14,38,14,21,18,37,19,38,57,20,19,21,2.0
74,36,56,71,14,19,78,58,38,16,80,22,74,76,20,16,74,15,73,57,37,75,19,18,21,73,15,79,58,20,16,38,16,20,21,37,22,38,57,19,22,20,1.0
78,38,52,74,13,18,79,55,41,15,81,20,76,80,16,15,76,14,75,54,40,79,15,14,19,75,14,80,55,16,15,41,15,16,19,40,20,41,54,15,20,16,2.0
74,37,57,75,12,17,80,58,38,14,82,19,77,76,20,14,77,13,76,57,37,75,19,18,18,76,13,81,58,20,14,38,14,20,18,37,19,38,57,19,19,20,2.0
76,36,54,72,13,18,79,57,39,15,81,21,75,78,18,15,75,14,74,56,38,77,17,16,20,74,14,80,57,18,15,39,15,18,20,38,21,39,56,17,21,18,1.0
71,38,56,70,12,22,80,57,39,14,82,24,72,73,23,14,72,13,71,56,38,72,22,21,23,71,13,81,57,23,14,39,14,23,23,38,24,39,56,22,24,23,2.0
79,33,55,77,12,15,80,58,37,13,82,17,78,81,14,14,79,13,78,58,36,80,14,13,16,77,12,81,59,15,14,37,14,15,16,36,17,37,58,14,17,15,2.0
74,38,56,68,13,20,79,57,39,15,81,24,72,76,20,15,72,14,71,56,38,75,19,18,23,71,14,80,57,20,15,39,15,20,23,38,24,39,56,19,24,20,1.0
75,35,57,75,13,17,79,58,36,14,81,18,76,78,17,14,77,14,76,58,36,77,17,15,18,76,14,80,59,17,14,37,15,18,18,36,18,36,58,17,19,17,2.0
73,33,57,61,13,29,79,60,36,15,81,32,64,75,21,15,64,14,63,59,35,74,20,19,31,63,14,80,60,21,15,36,15,21,31,35,32,36,59,20,32,21,1.0
75,34,56,63,13,25,79,58,37,15,81,29,67,77,18,15,67,14,66,58,36,76,18,17,28,66,14,80,59,19,15,37,15,19,28,36,29,37,58,18,29,19,1.0
84,39,49,76,12,16,80,52,42,14,82,17,78,86,9,14,78,13,77,52,42,85,9,8,17,76,12,81,53,10,14,43,14,10,17,42,18,43,52,9,18,10,2.0
75,35,55,67,13,21,79,58,38,15,81,25,71,77,19,15,71,14,70,57,37,76,18,17,24,70,14,80,58,19,15,38,15,19,24,37,25,38,57,18,25,19,1.0
74,38,56,76,12,16,80,57,39,14,82,18,78,76,20,14,78,13,77,56,38,75,19,18,17,77,13,81,57,20,14,39,14,20,17,38,18,39,56,19,18,20,2.0
81,38,52,76,12,16,80,55,41,14,82,18,78,83,13,14,78,13,77,54,40,82,12,11,17,77,13,81,55,13,14,41,14,13,17,40,18,41,54,12,18,13,2.0
87,47,43,75,13,17,79,44,49,14,81,18,76,90,4,14,77,14,76,45,49,89,5,3,18,76,14,80,46,5,14,50,15,6,18,49,18,49,45,5,19,5,2.0
75,33,57,66,13,22,79,60,36,15,81,26,70,77,19,15,70,14,69,59,35,76,18,17,25,69,14,80,60,19,15,36,15,19,25,35,26,36,59,18,26,19,1.0
75,35,57,64,13,26,79,59,37,15,81,29,67,77,19,15,67,14,66,58,36,76,18,17,28,66,14,80,59,19,15,37,15,19,28,36,29,37,58,18,29,19,1.0
75,34,56,74,13,18,79,59,37,15,81,20,76,77,19,15,76,14,75,58,36,76,18,17,19,75,14,80,59,19,15,37,15,19,19,36,20,37,58,18,20,19,1.0
71,38,56,52,14,38,78,57,39,16,80,41,55,73,23,16,55,15,54,56,38,72,22,21,40,54,15,79,57,23,16,39,16,23,40,38,41,39,56,22,41,23,1.0
73,37,57,74,12,18,80,58,38,14,82,20,76,76,20,14,76,13,75,57,37,75,19,17,19,75,13,81,58,20,14,38,14,20,19,37,20,38,57,19,20,20,2.0
74,33,57,64,13,26,79,60,36,15,81,29,67,76,20,15,67,14,66,59,35,75,19,18,28,66,14,80,60,20,15,36,15,20,28,35,29,36,59,19,29,20,1.0
72,34,58,64,13,26,79,60,35,14,81,28,66,74,22,14,67,14,66,59,35,73,21,20,28,66,14,80,60,22,15,36,15,22,28,35,29,35,59,21,29,22,1.0
77,39,51,74,14,18,78,54,42,16,80,20,76,80,16,16,76,15,75,53,41,79,15,13,19,74,14,79,54,16,16,42,16,16,19,41,20,42,53,15,20,16,1.0
77,39,51,71,13,17,79,54,42,15,81,21,75,79,17,15,75,14,74,53,41,78,16,15,20,74,14,80,54,17,15,42,15,17,20,41,21,42,53,16,21,17,1.0
77,34,56,71,14,19,78,58,37,16,80,22,74,79,16,16,74,15,73,58,36,78,16,15,21,73,15,79,59,17,16,37,16,17,21,36,22,37,58,16,22,17,1.0
73,34,58,62,13,28,79,60,36,15,81,31,65,75,21,15,65,14,64,59,35,74,20,19,30,64,14,80,60,21,15,36,15,21,30,35,31,36,59,20,31,21,1.0
81,41,47,76,12,16,80,51,44,14,82,17,78,83,13,14,78,13,77,50,44,82,12,11,17,76,12,81,51,13,14,45,14,13,17,44,18,45,50,12,18,13,2.0
68,39,55,44,11,48,81,56,40,13,83,50,46,70,26,13,46,12,45,55,39,69,25,24,49,45,12,82,56,26,13,40,13,26,49,39,50,40,55,25,50,26,2.0
