@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
93,29,19,87,61,69,3,5,90,23,72,64,32,94,2,23,32,63,31,22,70,3,89,6,73,5,72,1,93,1,64,2,5,31,6,32,22,31,23,2,5,1,63,1,22,1,6,2,1
76,30,53,93,62,39,1,2,94,55,41,64,32,78,18,55,32,63,31,54,40,1,93,2,41,1,40,16,77,17,64,18,1,31,2,32,54,31,55,18,1,17,63,17,54,17,2,18,1
90,29,22,90,59,68,2,4,92,25,71,62,33,92,3,25,33,62,32,24,69,2,91,4,71,3,70,2,91,3,63,4,3,32,4,33,24,32,25,4,3,3,62,3,24,3,4,4,2
88,35,33,83,57,59,9,11,85,35,61,59,37,90,6,35,37,58,36,34,60,10,84,11,61,10,60,4,89,5,59,6,10,36,11,37,34,36,35,6,10,5,58,5,34,5,11,6,2
94,15,7,91,71,83,1,2,93,10,85,75,20,95,0,10,20,75,19,9,84,1,92,3,86,2,85,0,94,0,76,1,2,19,3,20,9,19,10,1,2,0,75,0,9,0,3,1,2
79,35,39,93,57,53,1,2,94,41,55,59,37,81,15,41,37,58,36,40,54,1,93,2,55,1,54,13,80,14,59,15,1,36,2,37,40,36,41,15,1,14,58,14,40,14,2,15,1
77,26,40,85,66,52,5,8,88,42,54,68,28,79,17,42,28,67,27,41,53,7,87,8,54,7,53,15,78,16,68,17,7,27,8,28,41,27,42,17,7,16,67,16,41,16,8,17,1
93,29,23,88,63,69,4,6,90,25,71,65,31,94,2,25,31,64,30,24,70,5,89,6,71,5,70,1,93,1,65,2,5,30,6,31,24,30,25,2,5,1,64,1,24,1,6,2,1
94,11,3,89,75,87,1,3,92,5,89,79,15,95,0,5,15,79,15,5,87,1,91,3,90,3,89,0,94,0,80,0,3,15,3,16,5,15,6,0,3,0,79,0,5,0,4,1,2
93,35,27,90,53,63,2,3,92,29,65,57,38,94,2,30,39,56,38,29,64,2,91,4,66,3,65,1,93,1,57,2,3,38,4,39,29,38,30,2,3,1,56,1,29,1,4,2,1
86,35,37,87,57,55,5,7,89,39,57,59,37,89,7,39,37,58,36,38,56,6,88,7,57,6,56,4,88,6,59,7,6,36,7,37,38,36,39,7,6,6,58,6,38,6,7,7,1
81,26,39,94,66,51,0,1,95,41,54,68,27,83,13,42,28,67,27,41,53,0,94,1,54,0,53,11,82,12,68,13,0,27,1,28,41,27,42,13,0,12,67,12,41,12,1,13,2
85,11,29,94,77,59,0,1,95,33,63,79,15,87,7,33,15,80,14,32,62,0,94,1,63,0,62,7,86,8,81,9,0,14,1,15,32,14,33,9,0,8,80,8,32,8,1,9,1
84,31,33,89,61,57,3,5,91,36,60,63,33,86,10,36,33,62,31,34,59,4,90,5,60,4,59,8,85,9,63,10,4,32,5,33,35,32,36,10,4,9,62,9,35,9,5,10,2
94,46,29,78,46,61,14,16,80,32,64,48,48,95,1,32,48,47,47,31,63,15,79,16,64,15,63,0,94,0,48,1,15,47,16,48,31,47,32,1,15,0,47,0,31,0,16,1,2
83,25,32,88,67,58,2,4,91,34,60,69,26,85,11,35,26,68,26,34,60,4,90,4,61,4,60,9,84,10,69,11,4,26,5,27,34,26,35,11,4,10,68,10,34,10,5,11,1
94,29,28,86,57,62,4,6,89,30,64,62,33,95,1,31,34,61,33,30,64,6,88,7,65,6,64,0,94,0,62,1,6,33,7,34,30,33,31,1,6,0,61,0,30,0,7,1,2
83,31,27,81,57,61,9,12,84,31,65,61,35,85,11,31,35,60,34,30,64,11,83,12,65,11,64,9,84,10,61,11,11,34,12,35,30,34,31,11,11,10,60,10,30,10,12,11,1
75,28,41,93,64,51,1,2,94,43,53,66,30,77,19,43,30,65,29,42,52,1,93,2,53,1,52,17,76,18,66,19,1,29,2,30,42,29,43,19,1,18,65,18,42,18,2,19,1
93,41,31,80,51,59,12,14,82,34,62,53,43,94,2,34,43,52,42,33,61,13,81,14,62,13,61,1,93,1,53,2,13,42,14,43,33,42,34,2,13,1,52,1,33,1,14,2,2
93,36,25,88,54,63,2,4,91,28,66,57,38,94,2,29,38,56,38,28,65,3,90,4,67,4,66,1,93,1,57,2,4,38,5,39,28,38,29,2,4,1,56,1,28,1,5,2,2
87,38,47,91,54,45,1,3,93,49,47,55,40,89,6,49,40,55,39,48,46,2,92,3,47,2,46,5,88,6,56,7,2,39,3,40,48,39,49,7,2,6,55,6,48,6,3,7,2
77,22,49,91,70,39,1,3,93,53,43,72,24,79,17,53,24,71,23,52,42,2,92,3,43,2,42,15,78,16,72,17,2,23,3,24,52,23,53,17,2,16,71,16,52,16,3,17,1
78,35,40,93,57,52,1,2,94,42,54,59,37,80,16,42,37,57,36,41,53,1,93,2,54,1,53,14,79,14,59,16,1,36,2,37,41,36,42,16,1,15,58,15,41,15,2,16,1
78,32,42,89,60,50,3,5,91,44,52,62,34,80,16,44,34,61,33,43,51,4,90,5,52,4,51,14,79,15,62,16,4,33,5,34,43,33,44,16,4,15,61,15,43,15,5,16,1
84,37,34,89,53,52,1,3,92,37,56,55,38,87,8,38,39,55,38,37,55,2,91,3,57,2,56,6,86,8,56,8,3,39,3,40,38,38,39,8,3,8,55,8,38,8,4,9,2
94,41,32,80,47,56,4,8,86,35,58,50,44,95,0,36,44,50,43,34,58,8,85,9,60,9,59,0,94,0,51,1,9,44,10,45,35,44,36,1,9,0,50,0,35,0,10,1,2
94,34,22,80,56,66,4,9,86,25,69,59,36,95,1,26,37,58,35,24,67,7,85,10,70,8,69,0,94,0,59,1,9,36,10,37,25,35,26,1,9,0,58,0,25,0,10,1,2
81,31,42,93,59,50,1,2,94,42,52,62,32,84,12,44,34,61,33,43,51,1,93,2,52,1,51,9,83,11,62,12,1,33,2,34,43,33,44,12,1,11,61,11,43,11,2,12,1
77,23,54,93,69,38,1,2,94,56,40,71,25,79,17,56,25,70,24,55,39,1,93,2,40,1,39,15,78,16,71,17,1,24,2,25,55,24,56,17,1,16,70,16,55,16,2,17,1
94,48,27,77,44,65,15,17,79,29,67,46,50,95,1,29,50,45,49,28,66,16,78,17,67,16,66,0,94,0,46,1,16,49,17,50,28,49,29,1,16,0,45,0,28,0,17,1,2
87,30,46,90,60,42,2,3,92,49,45,61,32,90,4,49,33,62,32,49,45,3,91,4,46,3,45,3,89,5,63,5,3,32,4,33,49,32,50,6,3,5,62,5,49,5,4,6,2
90,28,34,92,64,56,0,1,94,37,58,66,30,91,5,37,30,65,28,35,58,1,93,2,59,1,58,4,90,4,66,5,1,29,2,30,36,29,37,5,1,4,65,4,36,4,2,5,1
78,34,38,88,58,54,4,6,90,40,56,60,36,80,16,40,36,59,35,39,55,5,89,6,56,5,55,14,79,15,60,16,5,35,6,36,39,35,40,16,5,15,59,15,39,15,6,16,2
90,38,36,91,52,54,1,2,93,37,56,55,39,92,4,39,40,54,39,37,55,1,92,2,57,1,56,2,91,3,55,4,2,40,3,41,38,39,39,4,2,3,54,3,38,3,3,4,1
92,40,28,81,48,64,11,12,83,30,65,52,44,94,2,30,44,51,43,29,65,12,82,13,66,12,65,0,93,1,52,2,12,43,13,44,29,43,30,2,12,1,51,1,29,1,13,2,2
94,24,17,91,64,75,1,2,93,19,76,68,28,95,1,19,28,67,27,18,76,2,92,3,77,2,76,0,94,0,68,1,2,27,3,28,18,27,19,1,2,0,67,0,18,0,3,1,1
87,35,38,93,57,54,1,2,94,40,56,59,37,89,7,40,37,58,36,39,55,1,93,2,56,1,55,5,88,6,59,7,1,36,2,37,39,36,40,7,1,6,58,6,39,6,2,7,1
81,32,30,84,58,58,6,9,87,33,62,61,34,83,13,34,35,60,34,33,61,8,86,9,62,8,61,11,82,12,61,13,8,34,9,35,33,34,34,13,8,12,60,12,33,12,9,13,1
93,44,37,86,48,55,6,8,88,39,57,50,46,94,2,39,46,49,45,38,56,7,87,8,57,7,56,1,93,1,50,2,7,45,8,46,38,45,39,2,7,1,49,1,38,1,8,2,2
73,20,71,93,72,21,1,2,94,71,23,73,20,75,20,72,22,72,21,72,22,1,93,2,23,1,22,19,74,19,74,20,1,21,2,22,72,21,73,21,1,20,73,20,72,20,2,21,1
94,37,25,88,55,67,4,6,90,26,69,56,38,95,0,26,39,56,38,26,68,5,89,6,69,5,68,0,94,0,57,0,5,38,6,39,26,38,27,1,5,0,56,0,26,0,6,1,2
83,38,34,83,50,58,7,10,86,35,60,53,41,85,10,36,42,53,41,35,59,9,85,10,60,9,59,9,84,10,54,11,9,41,10,42,35,41,36,11,9,10,53,10,35,10,10,11,2
90,43,40,84,49,50,8,10,86,42,53,51,44,91,5,43,45,50,44,42,52,9,85,10,53,9,52,4,90,4,51,5,9,44,10,45,42,44,43,5,9,4,50,4,42,4,10,5,2
77,27,42,93,65,50,1,2,94,44,52,67,29,79,17,44,29,66,28,43,51,1,93,2,52,1,51,15,78,16,67,17,1,28,2,29,43,28,44,17,1,16,66,16,43,16,2,17,1
93,39,29,79,51,63,13,15,81,31,65,54,42,94,2,31,42,53,41,30,64,14,80,15,65,14,64,1,93,1,54,2,14,41,15,42,30,41,31,2,14,1,53,1,30,1,15,2,2
84,36,37,86,56,55,6,8,88,39,57,58,38,87,9,39,38,57,37,38,56,7,87,8,57,7,56,6,86,8,58,9,7,37,8,38,38,37,39,9,7,8,57,8,38,8,8,9,1
94,26,23,85,62,63,3,5,89,25,66,65,27,95,0,28,29,65,28,26,65,4,88,6,68,5,67,0,94,0,66,1,6,29,7,30,27,28,28,1,6,0,65,0,27,0,7,1,2
94,39,15,78,51,67,4,7,85,21,70,54,41,95,1,22,41,53,41,21,69,6,84,10,74,10,73,0,94,0,54,1,10,41,11,42,21,41,22,1,10,0,53,0,21,0,11,1,2
78,22,40,93,68,52,1,2,94,41,54,70,24,81,14,41,25,69,24,41,53,1,93,2,54,1,53,12,80,13,71,14,1,24,2,25,41,24,42,15,1,14,70,14,41,14,2,15,1
82,24,29,91,66,59,1,2,93,32,62,69,26,84,12,33,26,68,26,32,61,1,92,2,63,2,62,10,83,11,69,12,2,26,3,27,32,26,33,12,2,11,68,11,32,11,3,12,1
94,42,32,79,50,58,13,15,81,33,61,51,42,95,0,34,44,51,43,34,60,14,80,15,61,14,60,0,94,0,52,0,14,43,15,44,34,43,35,1,14,0,51,0,34,0,15,1,2
85,29,36,92,61,52,0,1,94,40,55,63,32,88,7,40,32,63,30,38,54,0,93,2,56,0,55,5,87,7,64,8,1,31,2,32,39,30,40,8,1,7,63,7,39,7,2,8,1
86,43,39,92,49,51,0,1,94,42,53,50,45,88,7,42,45,50,44,41,53,1,93,2,54,1,53,6,87,7,51,8,1,44,2,45,41,44,42,8,1,7,50,7,41,7,2,8,2
94,46,18,82,44,72,8,10,85,20,74,46,48,95,0,21,48,46,47,19,73,9,84,10,75,9,74,0,94,0,47,1,10,48,11,49,20,47,21,1,10,0,46,0,20,0,11,1,2
80,28,34,83,62,58,11,12,84,35,60,65,30,82,14,36,31,64,30,35,59,11,83,12,60,11,59,12,81,13,65,14,11,30,12,31,35,30,36,14,11,13,64,13,35,13,12,14,1
94,32,23,91,56,67,1,1,93,25,68,60,35,95,1,26,35,59,34,24,68,1,92,2,70,1,69,0,94,0,60,1,2,35,3,36,25,34,26,1,2,0,59,0,25,0,3,1,2
74,27,38,93,65,54,1,2,94,40,56,67,29,76,20,40,29,65,28,39,55,1,93,2,56,1,55,18,75,18,67,20,1,28,2,29,39,28,40,20,1,19,66,19,39,19,2,20,1
94,36,33,83,56,59,9,11,85,35,61,58,38,95,1,35,38,57,37,34,60,10,84,11,61,10,60,0,94,0,58,1,10,37,11,38,34,37,35,1,10,0,57,0,34,0,11,1,2
92,27,14,89,63,68,1,3,92,21,74,66,30,94,2,21,30,65,29,20,72,1,91,4,75,3,74,0,93,1,66,2,3,29,4,30,20,29,21,2,3,1,65,1,20,1,4,2,2
84,34,27,81,54,57,7,10,85,33,62,58,38,89,7,33,38,57,37,32,62,10,84,11,63,10,62,2,88,6,58,7,10,37,11,38,32,37,33,7,10,6,57,6,32,6,11,7,1
82,22,42,93,68,50,1,2,94,43,52,70,24,84,11,43,25,70,24,43,51,1,93,2,52,1,51,10,83,11,71,11,1,24,2,25,43,24,44,12,1,11,70,11,43,11,2,12,1
87,32,26,78,60,66,14,16,80,28,68,62,34,89,7,28,34,61,33,27,67,15,79,16,68,15,67,5,88,6,62,7,15,33,16,34,27,33,28,7,15,6,61,6,27,6,16,7,2
88,39,32,78,53,60,14,16,80,34,62,55,41,90,6,34,41,53,40,33,61,15,79,16,62,15,61,4,89,4,55,6,15,40,16,41,33,40,34,6,15,5,54,5,33,5,16,6,2
93,30,14,82,60,68,2,4,88,21,71,63,33,94,2,21,33,62,32,20,71,4,87,8,75,7,74,1,93,1,63,2,7,32,8,33,20,32,21,2,7,1,62,1,20,1,8,2,1
93,44,27,77,48,63,15,16,79,30,65,50,46,94,2,30,46,49,44,28,65,16,78,17,66,16,65,1,93,1,50,2,16,45,17,46,29,45,30,2,16,1,49,1,29,1,17,2,2
80,32,42,93,60,50,1,2,94,44,52,62,34,82,14,44,34,61,33,43,51,1,93,2,52,1,51,12,81,13,62,14,1,33,2,34,43,33,44,14,1,13,61,13,43,13,2,14,1
94,21,3,88,65,87,2,3,91,6,88,70,26,95,1,6,26,69,25,5,87,2,90,5,90,4,89,0,94,0,70,1,4,25,5,26,5,25,6,1,4,0,69,0,5,0,5,1,2
94,32,30,88,56,56,0,2,92,34,59,60,35,95,1,35,36,59,33,32,58,1,91,4,61,1,60,0,94,0,60,1,3,35,4,36,34,33,35,1,3,0,59,0,34,0,4,1,1
94,38,26,88,52,66,2,5,91,27,68,55,40,95,1,28,41,54,40,27,67,4,90,5,68,4,67,0,94,0,55,1,4,40,5,41,27,40,28,1,4,0,54,0,27,0,5,1,2
94,36,28,82,56,64,10,12,84,30,66,58,38,95,1,30,38,57,37,29,65,11,83,12,66,11,65,0,94,0,58,1,11,37,12,38,29,37,30,1,11,0,57,0,29,0,12,1,2
94,37,24,88,53,64,2,4,91,27,67,55,39,95,0,28,39,55,38,26,67,4,90,4,68,4,67,0,94,0,56,1,4,39,5,40,27,39,28,1,4,0,55,0,27,0,5,1,2
78,31,41,93,61,51,1,2,94,43,53,63,33,80,16,43,33,62,32,42,52,1,93,2,53,1,52,14,79,15,63,16,1,32,2,33,42,32,43,16,1,15,62,15,42,15,2,16,1
83,24,30,93,66,56,1,2,94,34,61,69,26,85,11,35,27,68,26,34,60,1,93,2,61,1,60,9,84,10,69,11,1,26,2,27,34,26,35,11,1,10,68,10,34,10,2,11,1
94,24,17,91,62,71,1,2,93,21,74,67,29,95,1,21,29,66,28,20,73,1,92,3,75,2,74,0,94,0,67,1,2,28,3,29,20,28,21,1,2,0,66,0,20,0,3,1,1
94,45,29,85,47,63,7,9,87,31,65,48,47,95,0,31,47,48,46,30,64,8,86,9,65,8,64,0,94,0,49,1,8,46,9,47,30,46,31,1,8,0,48,0,30,0,9,1,2
85,40,43,94,52,47,0,0,95,46,49,53,42,87,8,46,42,53,41,45,49,0,94,1,50,0,49,7,86,8,54,9,0,41,1,42,45,41,46,9,0,8,53,8,45,8,1,9,2
85,38,31,81,50,61,11,13,83,33,63,54,42,87,9,33,42,53,41,32,62,12,82,13,63,12,62,7,86,8,54,9,12,41,13,42,32,41,33,9,12,8,53,8,32,8,13,9,1
88,39,35,92,51,55,0,1,94,36,57,54,40,90,6,38,41,53,40,36,57,1,93,1,58,1,57,4,89,5,54,6,1,41,2,42,37,41,38,6,1,5,53,5,37,5,2,6,2
80,36,40,90,54,50,2,3,92,43,52,57,39,83,13,43,39,56,38,42,52,3,91,4,53,3,52,10,82,12,57,13,3,38,4,39,42,38,43,13,3,12,56,12,42,12,4,13,1
93,26,11,87,62,75,1,3,91,14,78,66,28,94,2,16,28,65,27,13,77,2,90,3,80,3,79,1,93,1,66,2,4,29,5,30,15,28,16,2,4,1,65,1,15,1,5,2,1
94,38,34,88,52,54,2,3,91,37,56,55,40,95,1,38,40,54,39,36,56,3,90,4,58,4,57,0,94,0,55,1,4,40,5,41,37,40,38,1,4,0,54,0,37,0,5,1,2
85,34,37,85,56,55,7,9,87,39,57,59,37,87,9,39,37,58,36,38,56,8,86,9,57,8,56,7,86,8,59,9,8,36,9,37,38,36,39,9,8,8,58,8,38,8,9,9,1
94,48,30,79,44,62,13,15,81,32,64,46,50,95,1,32,50,45,49,31,63,14,80,15,64,14,63,0,94,0,46,1,14,49,15,50,31,49,32,1,14,0,45,0,31,0,15,1,2
85,39,35,88,51,57,2,5,91,36,59,54,41,88,8,37,42,53,41,36,58,4,90,5,59,4,58,5,87,7,54,8,4,41,5,42,36,41,37,8,4,7,53,7,36,7,5,8,1
80,33,43,93,59,49,1,2,94,45,51,61,35,83,13,45,35,60,34,44,50,1,93,2,51,1,50,10,82,12,61,13,1,34,2,35,44,34,45,13,1,12,60,12,44,12,2,13,1
81,32,36,83,60,56,9,11,85,37,58,62,33,83,13,38,34,61,33,37,57,10,84,11,58,10,57,11,82,12,62,13,10,33,11,34,37,33,38,13,10,12,61,12,37,12,11,13,1
81,38,36,88,54,50,6,7,89,41,55,55,40,83,12,41,40,55,39,40,54,6,88,7,55,6,54,11,82,12,56,13,6,39,7,40,40,39,41,13,6,12,55,12,40,12,7,13,2
82,28,41,93,62,51,1,2,94,43,53,65,31,85,11,43,31,63,30,42,52,1,93,2,53,1,52,8,84,9,65,11,1,30,2,31,42,30,43,11,1,10,64,10,42,10,2,11,1
87,35,30,82,53,62,10,12,84,32,64,57,39,89,7,32,39,56,38,31,63,11,83,12,64,11,63,5,88,6,57,7,11,38,12,39,31,38,32,7,11,6,56,6,31,6,12,7,2
94,43,35,83,47,57,9,11,85,37,59,49,46,95,0,37,46,49,45,36,58,10,84,11,59,10,58,0,94,0,50,1,10,45,11,46,36,45,37,1,10,0,49,0,36,0,11,1,2
88,43,38,82,49,54,6,10,86,39,56,51,44,90,6,40,45,50,44,39,55,9,85,10,56,9,55,4,89,5,51,6,9,44,10,45,39,44,40,6,9,5,50,5,39,5,10,6,2
93,35,20,86,55,62,2,4,90,25,67,58,36,94,2,27,37,57,36,25,66,3,89,5,69,4,68,1,93,1,58,2,5,37,6,38,26,36,27,2,5,1,57,1,26,1,6,2,1
82,28,37,85,64,55,9,10,86,39,57,66,30,84,12,39,30,65,29,38,56,9,85,10,57,9,56,10,83,11,66,12,9,29,10,30,38,29,39,12,9,11,65,11,38,11,10,12,1
81,15,32,92,73,56,0,1,94,35,59,74,18,84,9,35,19,75,18,35,59,1,93,2,60,1,59,9,83,10,77,11,1,18,2,19,35,18,36,12,1,11,76,11,35,11,2,12,1
94,27,14,88,61,72,2,4,91,17,76,65,29,95,1,19,30,64,29,17,74,2,90,4,77,3,76,0,94,0,65,1,4,30,5,31,18,29,19,1,4,0,64,0,18,0,5,1,2
81,23,33,89,67,51,1,4,92,38,57,70,25,83,13,39,26,69,25,38,56,3,91,4,57,3,56,11,82,12,70,13,3,25,4,26,38,25,39,13,3,12,69,12,38,12,4,13,1
85,38,40,86,54,52,6,8,88,41,54,55,39,87,8,42,40,55,39,41,53,7,87,8,54,7,53,7,86,8,56,9,7,39,8,40,41,39,42,9,7,8,55,8,41,8,8,9,1
84,38,39,84,54,51,6,9,87,41,54,56,39,86,10,42,40,55,39,41,53,8,86,9,54,8,53,8,85,9,56,10,8,39,9,40,41,39,42,10,8,9,55,9,41,9,9,10,2
94,39,32,88,51,58,2,5,91,34,61,53,41,95,0,35,42,53,41,34,60,4,90,5,61,4,60,0,94,0,54,1,4,41,5,42,34,41,35,1,4,0,53,0,34,0,5,1,2
78,31,47,93,61,45,1,2,94,49,47,63,33,80,16,49,33,62,32,48,46,1,93,2,47,1,46,14,79,15,63,16,1,32,2,33,48,32,49,16,1,15,62,15,48,15,2,16,1
94,33,15,86,57,71,2,5,90,19,75,60,35,95,1,20,36,59,35,19,73,3,89,6,76,5,75,0,94,0,60,1,5,35,6,36,19,35,20,1,5,0,59,0,19,0,6,1,2
91,35,34,82,55,54,8,11,85,36,58,58,36,93,3,38,38,57,37,37,57,10,84,11,58,10,57,1,92,2,58,3,10,37,11,38,37,37,38,3,10,2,57,2,37,2,11,3,1
80,31,47,93,61,45,1,2,94,49,47,63,33,82,14,49,33,62,32,48,46,1,93,2,47,1,46,12,81,13,63,14,1,32,2,33,48,32,49,14,1,13,62,13,48,13,2,14,1
80,21,41,93,71,45,1,2,94,46,50,73,23,82,14,46,23,72,22,45,49,1,93,2,50,1,49,12,81,13,73,14,1,22,2,23,45,22,46,14,1,13,72,13,45,13,2,14,1
81,33,31,82,55,57,8,10,85,34,60,59,36,83,13,35,36,58,35,33,59,9,84,10,61,10,60,11,82,12,59,13,10,36,11,37,34,36,35,13,10,12,58,12,34,12,11,13,1
85,33,39,94,57,51,0,1,95,42,54,60,36,87,9,42,36,59,34,40,53,0,94,1,54,0,53,7,86,8,60,9,0,35,1,36,41,35,42,9,0,8,59,8,41,8,1,9,2
91,29,19,75,59,73,17,18,77,21,74,62,33,93,2,21,33,62,32,20,74,18,76,19,75,18,74,1,92,2,63,3,18,32,19,33,20,32,21,3,18,2,62,2,20,2,19,3,2
93,40,35,81,52,57,9,12,84,37,59,54,42,94,2,37,42,53,41,36,58,11,83,12,59,11,58,1,93,1,54,2,11,41,12,42,36,41,37,2,11,1,53,1,36,1,12,2,2
94,29,14,89,59,72,1,3,92,18,76,62,32,95,0,19,33,62,32,18,74,1,91,4,77,3,76,0,94,0,63,1,3,32,4,33,18,32,19,1,3,0,62,0,18,0,4,1,2
94,21,4,91,71,84,1,2,93,8,87,73,23,95,1,8,23,72,22,7,86,1,92,3,88,2,87,0,94,0,73,1,2,22,3,23,7,22,8,1,2,0,72,0,7,0,3,1,2
85,13,30,93,65,40,1,2,94,40,53,73,19,89,6,42,22,71,18,39,52,1,93,2,53,1,52,3,88,4,74,6,1,21,2,22,41,21,43,7,1,6,73,5,42,6,2,7,1
94,48,38,84,42,52,8,10,86,41,55,44,51,95,0,41,51,44,49,39,54,9,85,10,55,9,54,0,94,0,45,1,9,50,10,51,40,50,41,1,9,0,44,0,40,0,10,1,2
88,25,23,91,65,65,1,2,93,26,68,68,27,90,6,27,27,67,26,25,67,1,92,2,69,1,68,4,89,5,68,6,2,27,3,28,26,26,27,6,2,5,67,5,26,5,3,6,1
80,21,44,93,69,44,1,2,94,48,48,72,24,82,14,48,24,71,23,47,47,1,93,2,48,1,47,12,81,13,72,14,1,23,2,24,47,23,48,14,1,13,71,13,47,13,2,14,1
94,38,38,86,54,54,6,8,88,40,56,56,40,95,1,40,40,55,39,39,55,7,87,8,56,7,55,0,94,0,56,1,7,39,8,40,39,39,40,1,7,0,55,0,39,0,8,1,2
85,31,36,93,61,56,1,2,94,37,58,62,32,86,9,37,33,62,32,37,57,1,93,2,58,1,57,9,85,9,63,9,1,32,2,33,37,32,38,10,1,9,62,9,37,9,2,10,1
94,47,25,72,45,67,20,22,74,25,69,46,47,95,0,26,49,46,48,26,68,21,73,22,69,21,68,0,94,0,47,0,21,48,22,49,26,48,27,1,21,0,46,0,26,0,22,1,2
87,39,33,80,53,59,10,13,83,35,61,55,41,89,7,35,41,53,40,34,60,12,82,13,61,12,60,5,88,5,55,7,12,40,13,41,34,40,35,7,12,6,54,6,34,6,13,7,2
94,39,30,78,53,62,14,16,80,32,64,55,41,95,1,32,41,54,40,31,63,15,79,16,64,15,63,0,94,0,55,1,15,40,16,41,31,40,32,1,15,0,54,0,31,0,16,1,2
84,35,38,93,55,54,1,2,94,40,56,57,38,87,8,40,38,57,37,39,55,1,93,2,56,1,55,6,86,8,58,9,1,37,2,38,39,37,40,9,1,8,57,8,39,8,2,9,1
86,37,39,91,55,53,1,3,93,41,55,57,39,88,8,41,39,56,38,40,54,2,92,3,55,2,54,6,87,7,57,8,2,38,3,39,40,38,41,8,2,7,56,7,40,7,3,8,1
83,32,36,82,60,56,10,12,84,38,58,62,34,85,11,38,34,61,33,37,57,11,83,12,58,11,57,9,84,10,62,11,11,33,12,34,37,33,38,11,11,10,61,10,37,10,12,11,1
79,31,48,93,61,44,1,2,94,49,46,63,32,81,15,50,33,62,32,49,45,1,93,2,46,1,45,13,80,14,63,15,1,32,2,33,49,32,50,15,1,14,62,14,49,14,2,15,1
89,31,40,93,61,52,1,2,94,42,54,63,33,90,6,42,33,62,32,41,53,1,93,2,54,1,53,5,89,5,63,6,1,32,2,33,41,32,42,6,1,5,62,5,41,5,2,6,1
94,45,25,78,47,67,14,16,80,27,69,49,47,95,1,27,47,48,46,26,68,15,79,16,69,15,68,0,94,0,49,1,15,46,16,47,26,46,27,1,15,0,48,0,26,0,16,1,2
83,31,42,93,61,50,1,2,94,43,52,63,32,85,11,44,33,62,32,43,51,1,93,2,52,1,51,9,84,10,63,11,1,32,2,33,43,32,44,11,1,10,62,10,43,10,2,11,1
93,30,16,84,62,66,0,4,90,23,71,64,32,94,2,23,32,63,31,22,70,3,89,6,73,5,72,1,93,1,64,2,5,31,6,32,22,31,23,2,5,1,63,1,22,1,6,2,1
90,43,32,80,47,60,12,14,82,34,62,50,46,92,4,34,46,49,45,33,61,13,81,14,62,13,61,2,91,3,50,4,13,45,14,46,33,45,34,4,13,3,49,3,33,3,14,4,2
84,34,30,88,56,58,4,6,90,34,62,59,37,86,10,34,37,58,36,33,61,5,89,6,62,5,61,8,85,9,59,10,5,36,6,37,33,36,34,10,5,9,58,9,33,9,6,10,1
94,48,28,78,42,62,14,16,80,31,65,45,51,95,1,31,51,44,50,30,64,15,79,16,65,15,64,0,94,0,45,1,15,50,16,51,30,50,31,1,15,0,44,0,30,0,16,1,2
94,33,18,90,57,70,2,3,92,21,73,60,35,95,1,22,36,59,35,21,72,2,91,4,74,3,73,0,94,0,60,1,3,35,4,36,21,35,22,1,3,0,59,0,21,0,4,1,2
94,46,25,78,42,63,14,15,80,28,66,45,49,95,0,29,50,45,49,28,66,15,79,16,67,15,66,0,94,0,46,1,15,49,16,50,28,49,29,1,15,0,45,0,28,0,16,1,2
80,26,45,93,66,47,1,2,94,47,49,68,28,82,14,47,28,67,27,46,48,1,93,2,49,1,48,12,81,13,68,14,1,27,2,28,46,27,47,14,1,13,67,13,46,13,2,14,1
82,39,39,90,53,53,2,4,92,39,55,55,39,85,11,41,41,54,40,40,54,3,91,4,55,3,54,8,84,10,55,11,3,40,4,41,40,40,41,11,3,10,54,10,40,10,4,11,1
