@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
21,17,9,11,13,19,22,10,21,9,12,18,12,9,13,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
22,29,6,1,2,30,24,8,23,7,1,29,1,7,2,8,19,11,25,5,5,25,12,20,6,26,11,19,5,19,6,20,29,13,1,30,2,17,18,14,17,13,17,1,29,1,18,2,2.0
11,30,17,0,1,31,13,19,12,18,0,30,0,18,1,19,12,16,24,1,4,27,18,12,2,27,17,13,4,13,4,14,30,2,0,31,1,27,28,3,28,3,28,0,30,0,28,1,2.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,24,11,6,25,7,19,20,12,19,11,19,6,24,6,20,7,1.0
21,15,9,15,16,16,22,10,21,9,15,15,15,9,16,10,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,27,13,3,28,4,16,17,14,17,14,17,3,27,3,17,4,1.0
20,13,10,17,18,14,21,11,20,10,17,13,17,10,18,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,22,16,8,23,9,13,14,17,14,17,14,8,22,8,14,9,1.0
21,29,8,1,2,30,22,9,22,9,1,29,1,9,2,9,23,6,31,0,0,31,7,24,0,31,7,24,0,24,0,24,29,4,1,30,2,25,26,5,26,5,26,1,29,1,26,2,2.0
12,26,15,2,3,28,14,16,14,16,2,27,3,17,4,17,3,26,31,0,0,31,27,4,0,31,27,4,0,4,0,4,30,3,0,31,1,26,27,4,27,4,27,0,30,0,27,1,2.0
23,19,7,11,12,20,24,8,23,7,11,19,11,7,12,8,27,3,31,0,0,31,4,28,0,31,3,27,0,27,0,28,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
18,25,12,1,4,28,19,13,18,12,3,27,3,12,4,13,8,20,24,6,6,24,22,9,6,25,21,9,6,9,7,10,24,13,4,26,6,15,17,15,16,14,16,5,25,5,17,6,1.0
29,29,0,1,2,30,30,1,30,1,1,29,1,1,2,1,6,21,29,0,1,30,23,7,0,30,23,8,1,8,1,8,30,4,0,31,1,23,25,6,25,6,25,0,30,0,25,1,2.0
31,27,0,1,3,29,31,0,31,0,2,28,2,0,3,0,7,22,28,2,2,28,23,8,3,29,23,8,2,8,3,8,23,20,7,24,8,6,9,23,8,22,8,7,23,7,9,8,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,20,9,23,7,7,23,10,21,8,24,10,21,7,21,8,21,29,8,1,30,2,20,22,10,21,9,21,1,29,1,22,2,2.0
16,16,14,14,15,17,17,15,16,14,14,16,14,14,15,15,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,28,12,2,29,3,17,18,13,18,13,18,2,28,2,18,3,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,22,7,30,0,0,30,8,23,1,31,8,23,0,23,1,23,29,4,1,30,2,26,27,5,26,4,26,1,29,1,27,2,2.0
24,26,4,2,4,28,26,6,25,5,3,27,3,5,4,6,3,25,31,0,0,31,27,5,0,31,26,4,0,4,0,5,25,25,5,26,6,4,5,26,5,26,5,5,25,5,5,6,1.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,10,20,18,11,12,19,21,11,12,19,20,10,12,10,12,11,24,28,4,26,6,1,2,29,2,29,2,5,25,5,2,6,1.0
16,29,8,1,2,30,20,12,19,11,1,29,1,11,2,12,8,20,29,1,1,29,22,10,2,30,21,9,1,9,2,10,30,30,0,31,1,0,1,31,0,30,0,0,30,0,1,1,2.0
28,21,2,9,10,22,29,3,28,2,9,21,9,2,10,3,24,6,30,0,0,30,7,25,1,31,6,24,0,24,1,25,29,13,1,30,2,17,18,14,17,13,17,1,29,1,18,2,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,25,0,31,1,2,4,27,4,27,4,0,30,0,4,1,2.0
24,14,6,16,17,15,25,7,24,6,16,14,16,6,17,7,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,25,11,5,26,6,18,19,12,19,12,19,5,25,5,19,6,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,1.0
22,16,8,14,15,17,23,9,22,8,14,16,14,8,15,9,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,28,31,2,29,3,0,0,31,0,31,0,2,28,2,0,3,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,26,0,31,0,1,2,28,3,28,3,0,30,0,3,1,2.0
24,15,4,15,16,16,26,6,25,5,15,15,15,5,16,6,11,19,28,1,2,29,20,12,2,29,19,11,2,11,2,12,25,27,5,26,6,2,3,28,3,28,3,5,25,5,3,6,1.0
16,15,14,15,16,16,17,15,16,14,15,15,15,14,16,15,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,20,15,8,22,10,14,15,16,15,16,15,9,21,9,15,10,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,10,20,20,10,10,20,21,11,11,21,20,10,10,10,11,11,29,11,1,30,2,17,19,13,18,12,18,1,29,1,19,2,2.0
21,21,6,7,9,23,23,8,23,8,8,22,8,8,9,8,0,29,29,0,1,30,30,1,1,30,30,1,1,1,1,1,28,15,2,29,3,14,15,16,15,16,15,2,28,2,15,3,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,20,9,22,8,8,22,10,20,8,23,10,21,8,21,9,21,29,8,1,30,2,20,22,10,21,9,21,1,29,1,22,2,2.0
26,27,2,1,3,29,28,4,27,3,2,28,2,3,3,4,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,29,6,1,30,2,21,23,8,23,8,23,1,29,1,23,2,2.0
18,23,12,3,6,26,19,13,18,12,5,25,5,12,6,13,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
10,30,15,0,1,31,13,18,13,18,0,30,0,18,1,18,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,11,1,30,2,16,18,13,18,13,18,1,29,1,18,2,2.0
24,29,4,1,2,30,26,6,25,5,1,29,1,5,2,6,16,12,31,0,0,31,14,18,0,31,13,17,0,17,0,18,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
29,13,1,17,18,14,30,2,29,1,17,13,17,1,18,2,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,25,13,5,26,6,16,17,14,17,14,17,5,25,5,17,6,1.0
27,18,3,12,13,19,28,4,27,3,12,18,12,3,13,4,28,2,29,1,1,29,3,29,2,30,2,28,1,28,2,29,29,23,1,30,2,7,8,24,7,23,7,1,29,1,8,2,2.0
31,22,0,8,9,23,31,0,31,0,8,22,8,0,9,0,17,13,31,0,0,31,13,17,0,31,14,18,0,18,0,17,29,24,1,30,2,3,5,26,5,26,5,1,29,1,5,2,2.0
7,29,23,1,2,30,8,24,7,23,1,29,1,23,2,24,13,17,16,12,13,17,18,14,14,18,17,13,13,13,14,14,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
21,17,9,11,13,19,22,10,21,9,12,18,12,9,13,10,9,21,18,9,11,20,22,10,11,20,21,9,11,9,11,10,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
23,15,7,15,16,16,24,8,23,7,15,15,15,7,16,8,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,11,6,25,7,18,19,12,19,12,19,6,24,6,19,7,1.0
20,18,10,10,12,20,21,11,20,10,11,19,11,10,12,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,21,10,9,22,10,19,20,11,20,11,20,9,21,9,20,10,1.0
27,14,3,14,16,16,28,4,27,3,15,15,15,3,16,4,16,11,29,0,0,30,13,17,0,30,13,17,1,18,1,18,29,21,0,30,1,6,8,23,8,23,8,1,30,1,8,1,2.0
3,28,25,0,2,30,5,27,4,26,1,29,1,26,2,27,2,28,29,0,1,30,29,3,1,30,28,2,1,2,1,3,30,6,0,31,1,21,23,8,23,8,23,0,30,0,23,1,2.0
31,21,0,3,7,25,31,0,31,0,6,24,6,0,7,0,18,11,31,0,0,31,12,19,0,31,12,19,0,19,0,19,29,25,1,30,2,2,4,27,4,27,4,1,29,1,4,2,2.0
21,14,7,14,16,16,23,9,22,8,15,15,15,8,16,9,1,25,31,0,0,31,28,4,0,31,27,3,0,3,0,4,25,12,5,26,6,17,18,13,18,13,18,5,25,5,18,6,1.0
20,17,10,11,13,19,21,11,20,10,12,18,12,10,13,11,9,21,17,12,13,18,22,10,13,18,21,9,13,9,13,10,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
21,30,8,0,1,31,22,9,22,9,0,30,0,9,1,9,19,10,31,0,0,31,11,20,0,31,11,20,0,20,0,20,29,6,1,30,2,23,24,7,24,7,24,1,29,1,24,2,2.0
10,30,18,0,1,31,12,20,11,19,0,30,0,19,1,20,9,21,24,5,6,25,22,10,6,25,21,9,6,9,6,10,30,9,0,31,1,20,21,10,21,10,21,0,30,0,21,1,2.0
25,23,5,5,7,25,26,6,25,5,6,24,6,5,7,6,9,21,28,1,2,29,22,10,2,29,21,9,2,9,2,10,25,24,5,26,6,5,6,25,6,25,6,5,25,5,6,6,1.0
28,22,2,8,9,23,29,3,28,2,8,22,8,2,9,3,22,8,25,5,5,25,9,23,6,26,8,22,5,22,6,23,29,12,1,30,2,18,19,13,18,12,18,1,29,1,19,2,2.0
19,20,8,8,10,22,21,10,21,10,9,21,9,10,10,10,3,22,28,1,1,29,25,5,1,29,25,5,2,6,2,6,29,20,1,30,2,9,10,21,10,21,10,1,29,1,10,2,1.0
7,30,20,0,1,31,9,22,9,22,0,30,0,22,1,22,3,26,31,0,0,31,27,4,0,31,27,4,0,4,0,4,29,7,1,30,2,22,23,8,23,8,23,1,29,1,23,2,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,29,31,0,0,31,30,1,0,31,30,1,0,1,0,1,26,28,2,28,4,1,2,29,2,29,2,3,27,3,2,4,1.0
19,16,11,14,15,17,20,12,19,11,14,16,14,11,15,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,29,10,1,30,2,17,19,12,19,12,19,1,29,1,19,2,1.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,8,20,28,1,2,29,22,10,2,29,21,9,2,9,2,10,26,9,4,27,5,21,22,10,21,9,21,4,26,4,22,5,1.0
28,13,2,17,18,14,29,3,28,2,17,13,17,2,18,3,22,8,26,4,4,26,9,23,5,27,8,22,4,22,5,23,22,19,8,23,9,11,12,20,11,19,11,8,22,8,12,9,2.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,1.0
28,29,2,1,2,30,29,3,28,2,1,29,1,2,2,3,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
11,29,16,1,2,30,13,18,13,18,1,29,1,18,2,18,0,31,29,1,1,29,31,0,2,30,31,0,1,0,2,0,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
24,27,6,1,3,29,25,7,24,6,2,28,2,6,3,7,25,5,27,3,3,27,6,26,4,28,5,25,3,25,4,26,25,7,5,26,6,23,24,8,23,7,23,5,25,5,24,6,2.0
18,15,12,13,15,17,19,13,18,12,14,16,14,12,15,13,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,29,10,1,30,2,19,20,11,20,11,20,1,29,1,20,2,1.0
19,18,9,12,13,19,21,11,20,10,12,18,12,10,13,11,21,9,31,0,0,31,10,22,0,31,9,21,0,21,0,22,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,2.0
19,16,11,14,15,17,20,12,19,11,14,16,14,11,15,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
17,30,13,0,1,31,18,14,17,13,0,30,0,13,1,14,9,20,26,2,3,28,21,10,3,27,21,9,4,10,3,10,30,22,0,31,1,5,7,24,7,24,7,0,30,0,7,1,2.0
31,21,0,3,7,25,31,0,31,0,6,24,6,0,7,0,7,22,31,0,0,31,23,8,0,31,23,8,0,8,0,8,29,22,1,30,2,3,6,25,6,25,6,1,29,1,6,2,2.0
26,17,3,11,13,19,27,4,27,4,12,18,12,4,13,4,14,15,31,0,0,31,16,15,0,31,16,15,0,15,0,15,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
18,18,12,12,13,19,19,13,18,12,12,18,12,12,13,13,6,22,29,0,0,30,24,8,1,30,23,6,1,7,1,8,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
6,30,24,0,1,31,7,25,6,24,0,30,0,24,1,25,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,30,7,0,31,1,20,22,9,22,9,22,0,30,0,22,1,2.0
18,19,10,7,10,22,20,12,19,10,8,21,9,11,10,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,17,1,30,2,10,12,19,12,19,12,1,29,1,12,2,1.0
5,30,19,0,1,31,9,23,8,22,0,30,0,22,1,23,13,17,22,6,7,23,18,14,8,24,17,13,7,13,8,14,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,30,15,0,31,1,14,15,16,15,16,15,0,30,0,15,1,2.0
20,17,10,13,14,18,21,11,20,10,13,17,13,10,14,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,27,19,1,29,3,10,11,20,11,20,11,2,28,2,11,3,1.0
16,30,8,0,1,31,20,12,19,11,0,30,0,11,1,12,0,30,28,1,2,29,31,0,1,29,30,0,2,0,2,1,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,2.0
28,15,2,15,16,16,29,3,28,2,15,15,15,2,16,3,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
29,19,1,9,11,21,30,2,29,1,10,20,10,1,11,2,24,6,31,0,0,31,7,25,0,31,6,24,0,24,0,25,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,2.0
24,26,5,2,4,28,25,6,25,6,3,27,3,6,4,6,16,13,31,0,0,31,14,17,0,31,14,17,0,17,0,17,29,25,1,30,2,2,4,27,4,27,4,1,29,1,4,2,2.0
16,21,11,7,9,23,18,13,18,13,8,22,8,13,9,13,11,18,28,2,2,28,19,12,3,29,19,12,2,12,3,12,26,14,2,28,4,14,16,16,15,15,15,3,27,3,16,4,1.0
17,17,13,11,13,19,18,14,17,13,12,18,12,13,13,14,3,27,31,0,0,31,28,4,0,31,27,3,0,3,0,4,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,1.0
30,29,0,1,2,30,31,1,30,0,1,29,1,0,2,1,22,8,31,0,0,31,9,23,0,31,8,22,0,22,0,23,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,23,6,31,0,0,31,7,24,0,31,7,24,0,24,0,24,29,5,1,30,2,24,25,6,25,6,25,1,29,1,25,2,2.0
25,26,5,2,4,28,26,6,25,5,3,27,3,5,4,6,9,21,28,1,2,29,22,10,2,29,21,9,2,9,2,10,24,22,6,25,7,3,6,25,6,25,6,6,24,6,6,7,1.0
29,15,1,15,16,16,30,2,29,1,15,15,15,1,16,2,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,28,21,2,29,3,8,9,22,9,22,9,2,28,2,9,3,2.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,12,4,27,5,18,19,13,18,12,18,4,26,4,19,5,1.0
29,29,0,1,2,30,30,1,30,1,1,29,1,1,2,1,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
17,27,10,1,3,29,19,12,19,11,1,28,2,12,3,12,12,16,27,0,2,29,18,13,1,29,17,13,2,13,2,14,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
20,29,9,1,2,30,21,10,21,10,1,29,1,10,2,10,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,30,14,0,31,1,9,13,18,13,18,13,0,30,0,13,1,2.0
29,29,1,1,2,30,30,2,29,1,1,29,1,1,2,2,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,29,13,1,30,2,16,17,14,17,14,17,1,29,1,17,2,2.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,7,22,28,1,2,29,23,8,2,29,23,8,2,8,2,8,30,26,0,31,1,3,4,27,4,27,4,0,30,0,4,1,2.0
21,16,9,14,15,17,22,10,21,9,14,16,14,9,15,10,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,12,3,28,4,17,18,13,18,13,18,3,27,3,18,4,1.0
20,13,7,17,17,14,22,8,22,9,17,13,17,9,18,9,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,25,20,5,26,6,9,10,21,10,21,10,5,25,5,10,6,1.0
21,29,5,1,2,30,24,8,23,7,1,29,1,7,2,8,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,29,18,1,30,2,9,11,20,11,20,11,1,29,1,11,2,1.0
18,22,12,8,9,23,19,13,18,12,8,22,8,12,9,13,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
8,30,20,0,1,31,10,22,9,21,0,30,0,21,1,22,9,21,22,6,7,23,22,10,8,24,21,9,7,9,8,10,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,3,26,30,0,0,30,27,4,1,31,27,4,0,4,1,4,23,14,7,24,8,16,17,15,16,14,16,7,23,7,17,8,1.0
12,26,13,2,3,28,15,15,15,15,2,27,3,16,4,16,0,29,31,0,0,31,30,1,0,31,30,1,0,1,0,1,30,4,0,31,1,26,27,5,26,4,26,0,30,0,27,1,2.0
27,11,3,15,18,14,28,4,27,3,17,13,17,3,18,4,12,14,31,0,0,31,17,15,0,31,16,14,0,14,0,15,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
23,23,5,3,5,26,25,6,24,5,4,25,5,6,6,7,7,21,28,1,1,29,23,8,1,29,22,7,2,8,2,9,26,31,4,27,5,0,0,31,0,31,0,4,26,4,0,5,1.0
26,20,4,10,11,21,27,5,26,4,10,20,10,4,11,5,25,3,26,2,2,27,5,26,3,28,4,25,3,26,4,27,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,2.0
24,11,6,19,20,12,25,7,24,6,19,11,19,6,20,7,12,16,31,0,0,31,18,14,0,31,17,13,0,13,0,14,23,17,7,24,8,10,12,19,12,19,12,7,23,7,12,8,1.0
28,23,1,7,8,24,29,2,29,2,7,23,7,2,8,2,23,6,31,0,0,31,7,24,0,31,7,24,0,24,0,24,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
23,14,6,16,17,15,24,7,24,7,16,14,16,7,17,7,5,22,31,0,0,31,24,7,0,31,24,7,0,7,0,7,22,14,8,23,9,15,16,15,16,15,16,8,22,8,16,9,1.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,22,15,8,23,9,14,15,16,15,16,15,8,22,8,15,9,1.0
24,14,6,16,17,15,25,7,24,6,16,14,16,6,17,7,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,25,20,5,26,6,9,10,21,10,21,10,5,25,5,10,6,1.0
17,18,13,12,13,19,18,14,17,13,12,18,12,13,13,14,4,24,30,0,0,30,26,6,1,31,25,5,0,5,1,6,30,12,0,31,1,14,17,15,16,14,16,0,30,0,17,1,2.0
26,10,4,20,21,11,27,5,26,4,20,10,20,4,21,5,12,14,31,0,0,31,17,15,0,31,16,14,0,14,0,15,27,13,3,28,4,16,17,14,17,14,17,3,27,3,17,4,1.0
31,22,0,6,8,24,31,0,31,0,7,23,7,0,8,0,28,1,31,0,0,31,2,29,0,31,2,29,0,29,0,29,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
20,24,10,6,7,25,21,11,20,10,6,24,6,10,7,11,22,8,31,0,0,31,9,23,0,31,8,22,0,22,0,23,30,5,0,31,1,24,25,6,25,6,25,0,30,0,25,1,2.0
16,27,14,1,3,29,17,15,16,14,2,28,2,14,3,15,23,7,31,0,0,31,8,24,0,31,7,23,0,23,0,24,29,3,1,30,2,26,27,4,27,4,27,1,29,1,27,2,2.0
17,25,13,3,4,27,18,13,17,13,4,26,4,13,5,14,8,22,28,1,2,29,23,9,2,29,22,8,2,8,2,9,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
24,16,6,14,15,17,25,7,24,6,14,16,14,6,15,7,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,28,19,2,29,3,10,11,20,11,20,11,2,28,2,11,3,1.0
19,18,10,10,11,20,20,10,20,11,11,19,11,11,12,11,0,29,26,3,4,27,30,1,4,27,30,1,4,1,4,1,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,1.0
31,24,0,2,5,27,31,0,31,0,4,26,4,0,5,0,20,9,31,0,0,31,10,21,0,31,10,21,0,21,0,21,29,21,1,30,2,8,9,22,9,22,9,1,29,1,9,2,2.0
31,19,0,9,11,21,31,0,31,0,10,20,10,0,11,0,20,10,31,0,0,31,11,21,0,31,10,20,0,20,0,21,28,19,0,30,2,8,10,21,10,21,10,1,29,1,10,2,1.0
19,14,10,16,17,15,20,11,20,11,16,14,16,11,17,11,13,14,31,0,0,31,16,15,0,31,16,15,0,15,0,15,30,14,0,31,1,15,16,15,16,15,16,0,30,0,16,1,1.0
19,25,11,5,6,26,20,12,19,11,5,25,5,11,6,12,16,14,18,12,12,18,15,17,13,19,14,16,12,16,13,17,26,18,2,28,4,10,12,20,11,19,11,3,27,3,12,4,2.0
29,30,0,0,1,31,30,1,30,1,0,30,0,1,1,1,14,13,28,1,2,29,15,16,2,29,15,16,2,16,2,16,30,20,0,31,1,7,9,22,9,22,9,0,30,0,9,1,2.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,9,21,29,1,1,29,22,10,2,30,21,9,1,9,2,10,23,9,7,24,8,21,22,10,21,9,21,7,23,7,22,8,1.0
19,29,9,1,2,30,21,11,20,10,1,29,1,10,2,11,4,26,29,0,1,30,27,5,1,30,26,4,1,4,1,5,29,22,1,30,2,3,6,25,6,25,6,1,29,1,6,2,2.0
17,27,13,1,3,29,18,14,17,13,2,28,2,13,3,14,14,12,29,0,1,30,15,17,1,30,14,16,1,16,1,17,30,9,0,31,1,19,21,11,20,10,20,0,30,0,21,1,1.0
21,14,9,16,17,15,22,10,21,9,16,14,16,9,17,10,8,22,30,0,0,30,23,9,1,31,22,8,0,8,1,9,21,11,9,22,10,19,20,12,19,11,19,9,21,9,20,10,1.0
23,19,7,9,11,21,24,8,23,7,10,20,10,7,11,8,9,21,23,2,5,26,22,10,5,26,21,9,5,9,5,10,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,1.0
20,17,10,11,13,19,21,11,20,10,12,18,12,10,13,11,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,27,14,3,28,4,13,15,16,15,16,15,3,27,3,15,4,1.0
21,27,9,1,3,29,22,10,21,9,2,28,2,9,3,10,14,16,21,9,9,21,17,15,10,22,16,14,9,14,10,15,29,4,1,30,2,26,27,5,26,4,26,1,29,1,27,2,2.0
15,29,13,1,2,30,17,15,16,14,1,29,1,14,2,15,3,27,31,0,0,31,28,4,0,31,27,3,0,3,0,4,30,11,0,31,1,18,19,12,19,12,19,0,30,0,19,1,2.0
26,20,4,10,11,21,27,5,26,4,10,20,10,4,11,5,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,12,1,30,2,18,19,13,18,12,18,1,29,1,19,2,2.0
31,30,0,0,1,31,31,0,31,0,0,30,0,0,1,0,0,31,25,2,4,27,31,0,4,27,31,0,4,0,4,0,30,26,0,31,1,3,4,27,4,27,4,0,30,0,4,1,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,2.0
20,25,4,1,4,28,24,8,23,6,2,27,3,7,4,8,4,18,25,1,3,27,23,8,3,28,22,8,3,8,4,9,28,20,2,29,3,2,7,25,6,24,6,2,28,2,7,3,1.0
9,29,15,1,2,30,13,19,12,18,1,29,1,18,2,19,23,7,24,6,6,24,8,24,7,25,7,23,6,23,7,24,30,8,0,31,1,20,22,10,21,9,21,0,30,0,22,1,2.0
21,29,8,1,2,30,22,9,22,9,1,29,1,9,2,9,0,31,28,1,2,29,31,0,2,29,31,0,2,0,2,0,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
22,16,8,12,14,18,23,9,22,8,13,17,13,8,14,9,9,21,19,10,11,20,22,10,11,20,21,9,11,9,11,10,29,31,1,30,2,0,0,31,0,31,0,1,29,1,0,2,1.0
23,20,7,8,10,22,24,8,23,7,9,21,9,7,10,8,23,7,30,0,0,30,8,24,1,31,7,23,0,23,1,24,29,9,1,30,2,21,22,10,21,9,21,1,29,1,22,2,2.0
19,12,9,18,19,13,21,11,20,10,18,12,18,10,19,11,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,21,20,9,22,9,9,9,21,10,21,10,9,21,9,10,10,1.0
11,30,19,0,1,31,12,20,11,19,0,30,0,19,1,20,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,7,0,31,1,22,23,8,23,8,23,0,30,0,23,1,2.0
