@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
19,73,15,18,73,65,53,35,57,35,56,67,26,67,26,37,55,33,71,17,75,17,75,36,55,71,22,20,71,22,66,26,72,21,72,21,66,27,67,21,37,22,70,25,37,53,37,27,37,22,35,27,19,57,67,22,65,27,19,71,17,57,19,27,67,25,33,57,19,27,37,26,72,20,37,27,70,22,15,75,67,22,66,22,3
8,83,6,10,84,64,37,51,41,51,41,67,24,68,24,53,39,49,82,7,84,8,86,52,39,77,15,14,77,16,66,25,78,15,78,15,66,26,68,15,53,16,76,22,53,37,53,26,53,16,51,26,10,41,68,16,64,26,9,82,8,41,10,26,68,22,49,41,10,26,53,24,78,14,53,26,76,16,6,85,68,16,66,16,2
8,85,6,8,85,62,42,50,43,49,44,65,27,64,27,50,42,49,84,7,86,7,86,49,43,78,14,13,78,15,64,28,79,14,79,14,63,28,66,14,50,15,77,26,50,42,50,29,51,15,50,30,8,44,66,14,62,28,8,84,7,44,8,29,65,26,49,43,8,30,50,28,79,13,50,28,77,15,6,86,64,15,64,14,6
20,73,18,19,73,66,52,35,56,35,56,67,25,68,25,37,54,33,72,19,74,19,74,37,55,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,38,22,70,24,37,52,38,26,38,22,35,26,20,57,68,22,66,26,20,72,19,57,20,26,68,24,33,57,20,26,38,25,72,20,37,26,70,22,18,74,68,22,67,22,6
19,73,15,18,73,62,45,46,47,46,46,66,25,66,25,47,46,45,71,17,75,17,75,46,46,76,16,15,76,17,65,27,77,16,77,16,64,27,67,16,47,17,75,24,47,45,47,28,47,17,46,28,19,47,67,17,63,27,19,71,17,47,19,28,67,24,45,47,19,28,47,25,77,15,47,27,75,17,15,75,66,17,65,17,6
11,80,9,12,81,72,39,49,43,49,42,73,19,74,19,51,41,47,79,10,81,11,83,50,41,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,51,15,77,18,51,39,51,20,51,15,49,20,13,43,74,15,72,20,12,79,11,43,13,20,74,18,47,43,13,20,51,19,79,13,51,20,77,15,9,82,74,15,73,15,5
21,71,17,20,71,64,44,42,48,43,49,67,26,66,26,44,46,40,69,19,73,19,73,45,47,70,23,21,70,23,66,27,71,22,71,22,65,27,67,22,46,23,69,25,45,44,46,28,46,23,43,28,21,50,67,23,64,27,21,69,19,50,21,28,67,25,40,49,21,28,46,26,71,21,44,27,69,23,17,73,66,23,66,23,5
14,78,10,13,78,70,43,43,47,44,48,71,21,72,21,45,45,41,76,12,80,12,80,46,46,76,16,15,76,17,71,21,77,16,77,16,71,22,72,16,47,17,75,20,46,43,47,22,47,17,44,22,14,49,72,17,70,22,14,76,12,49,14,22,72,20,41,48,14,22,47,21,77,15,45,22,75,17,10,80,72,17,71,17,3
14,79,12,13,79,60,45,46,47,46,46,62,28,64,29,47,46,45,78,13,80,13,80,46,46,72,20,19,72,21,62,29,73,20,73,20,62,31,63,20,47,21,71,27,47,45,47,30,47,21,46,30,14,47,63,21,60,30,14,78,13,47,14,30,64,27,45,47,14,30,47,28,73,19,47,31,71,21,12,80,64,21,62,21,1
12,81,10,11,81,58,44,46,48,45,45,61,30,62,30,48,46,44,80,11,82,11,82,45,45,80,12,11,80,13,60,31,81,12,81,12,60,32,62,12,46,13,79,28,47,44,46,32,46,13,45,32,12,46,62,13,58,32,12,80,11,46,12,32,62,28,44,47,12,32,46,30,81,11,48,32,79,13,10,82,62,13,60,13,2
19,71,13,20,72,65,46,42,50,42,50,66,26,67,26,44,48,40,68,16,74,16,75,43,48,69,23,22,69,24,66,26,70,23,70,23,66,27,67,23,44,24,68,25,44,46,44,27,44,24,42,27,20,50,67,24,65,27,19,68,16,50,20,27,67,25,40,50,20,27,44,26,70,22,44,27,68,24,13,75,67,24,66,24,7
26,66,23,26,66,61,52,36,56,36,56,65,29,63,28,38,54,34,64,24,68,24,68,37,54,70,23,21,70,23,63,30,71,22,71,22,62,29,65,22,38,23,69,27,38,52,38,31,38,23,36,31,26,56,65,23,61,30,26,65,24,56,26,31,64,27,34,56,26,31,38,29,71,21,38,29,69,23,23,68,63,23,63,23,2
17,75,13,17,75,64,31,60,33,60,33,66,27,66,27,61,32,59,73,15,77,15,77,61,32,70,23,21,70,23,65,28,71,22,71,22,65,28,66,22,61,23,69,26,61,31,61,28,61,23,60,28,17,33,66,23,64,28,17,73,15,33,17,28,66,26,59,33,17,28,61,27,71,21,61,28,69,23,13,77,66,23,65,23,1
8,85,6,7,85,67,29,60,31,61,32,68,24,69,24,61,30,59,84,7,86,7,86,62,31,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,63,21,71,23,62,29,63,25,63,21,61,25,8,33,69,21,67,25,8,84,7,33,8,25,69,23,59,32,8,25,63,24,73,19,61,25,71,21,6,86,69,21,68,21,5
10,83,8,9,83,60,43,48,45,48,44,63,28,64,28,49,44,47,82,9,84,9,84,48,44,79,13,12,79,14,62,29,80,13,80,13,62,30,64,13,49,14,78,26,49,43,49,30,49,14,48,30,10,45,64,14,60,30,10,82,9,45,10,30,64,26,47,45,10,30,49,28,80,12,49,30,78,14,8,84,64,14,62,14,5
14,78,10,14,78,68,31,59,33,60,34,68,23,70,23,60,32,58,76,12,80,12,80,60,32,76,15,15,76,17,68,23,77,15,77,16,69,24,70,16,61,17,75,22,61,31,60,24,61,16,60,24,14,34,69,16,68,24,14,76,12,34,14,24,69,22,58,33,14,24,60,23,77,15,60,24,75,16,10,80,70,17,69,16,7
9,84,7,9,84,71,38,51,40,52,42,72,22,71,21,52,39,50,83,8,85,8,85,54,40,73,21,20,72,20,72,23,74,21,72,20,71,21,73,21,54,22,72,21,53,38,54,23,54,22,52,23,9,42,73,22,71,22,9,83,8,42,9,23,72,21,50,41,9,23,54,22,73,20,52,21,72,21,7,85,71,20,72,22,5
12,81,10,12,81,73,25,63,29,63,29,75,18,75,18,65,27,61,80,11,82,11,82,64,27,83,12,10,82,10,74,18,84,11,82,10,74,19,75,11,65,12,82,17,65,25,65,19,65,12,63,19,12,29,75,12,73,19,12,80,11,29,12,19,75,17,61,29,12,19,65,18,83,10,65,19,82,11,10,82,75,10,74,12,1
18,74,14,17,74,61,43,48,45,48,44,64,27,65,26,49,44,47,72,16,76,16,76,48,44,78,13,13,78,15,62,28,79,13,79,14,63,28,66,14,49,15,77,24,49,43,48,29,49,14,48,29,18,45,65,14,61,29,18,72,16,45,18,29,64,24,47,45,18,29,48,27,79,13,49,28,77,14,14,76,65,15,63,14,5
11,81,7,11,81,67,32,55,36,56,37,68,24,69,24,57,34,53,79,9,83,9,83,57,34,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,58,21,71,23,58,32,58,25,58,21,56,25,11,37,69,21,67,25,11,79,9,37,11,25,69,23,53,36,11,25,58,24,73,19,57,25,71,21,7,83,69,21,68,21,5
15,78,13,14,78,57,52,36,56,36,55,61,30,61,30,38,54,34,77,14,79,14,79,37,54,71,21,20,71,22,60,32,72,21,72,21,59,32,62,21,38,22,70,28,38,52,38,33,38,22,36,33,15,56,62,22,57,32,15,77,14,56,15,33,62,28,34,56,15,33,38,30,72,20,38,32,70,22,13,79,61,22,60,22,5
8,84,4,8,84,71,23,69,23,70,25,72,22,71,21,69,23,69,82,6,86,6,86,71,24,73,21,20,72,20,72,23,74,21,72,20,71,21,73,21,71,22,72,21,70,23,71,23,71,22,70,23,8,25,73,22,71,22,8,82,6,25,8,23,72,21,69,24,8,23,71,22,73,20,69,21,72,21,4,86,71,20,72,22,3
9,84,7,9,84,66,31,57,35,57,35,67,25,68,25,59,33,55,83,8,85,8,85,58,33,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,59,22,70,24,59,31,59,26,59,22,57,26,9,35,68,22,66,26,9,83,8,35,9,26,68,24,55,35,9,26,59,25,72,20,59,26,70,22,7,85,68,22,67,22,7
24,68,20,23,68,66,50,38,54,38,53,67,25,68,25,40,52,36,66,22,70,22,70,39,52,76,16,15,76,17,67,25,77,16,77,16,67,26,68,16,40,17,75,24,40,50,40,26,40,17,38,26,24,54,68,17,66,26,24,66,22,54,24,26,68,24,36,54,24,26,40,25,77,15,40,26,75,17,20,70,68,17,67,17,6
15,77,11,14,77,71,41,44,47,44,46,72,19,73,19,47,44,41,75,13,79,13,79,47,44,76,15,15,76,17,72,21,77,15,77,16,72,20,74,16,47,17,75,18,47,41,47,21,47,16,44,21,15,47,73,16,71,20,15,75,13,47,15,21,73,18,41,47,15,21,47,19,77,15,47,20,75,16,11,79,73,17,73,17,2
13,80,11,13,80,70,48,40,52,40,52,71,21,72,21,42,50,38,79,12,81,12,81,42,50,83,11,10,82,10,71,22,84,11,82,10,71,22,72,11,42,12,82,20,42,48,42,22,42,12,40,22,13,52,72,12,70,22,13,79,12,52,13,22,72,20,38,52,13,22,42,21,83,10,42,22,82,11,11,81,72,10,71,12,3
13,80,11,12,80,64,44,44,48,44,47,64,27,66,27,46,46,42,79,12,81,12,81,45,46,70,23,23,69,23,64,27,71,23,69,23,65,28,66,24,46,25,69,26,46,44,45,28,46,24,44,28,13,48,65,24,64,28,13,79,12,48,13,28,65,26,42,48,13,28,45,27,70,23,46,28,69,23,11,81,66,23,65,24,5
18,74,14,17,74,71,42,44,46,45,47,73,19,73,19,46,44,42,72,16,76,16,76,47,45,77,15,14,77,16,73,20,78,15,78,15,72,20,74,15,48,16,76,18,47,42,48,21,48,16,45,21,18,48,74,16,71,20,18,72,16,48,18,21,74,18,42,47,18,21,48,19,78,14,46,20,76,16,14,76,73,16,73,16,3
22,71,20,21,71,51,54,34,58,34,57,55,37,55,37,36,56,32,70,21,72,21,72,36,56,72,21,19,72,21,53,39,73,20,73,20,53,39,55,20,36,21,71,35,36,54,36,39,36,21,34,39,22,58,55,21,51,39,22,70,21,58,22,39,55,35,32,58,22,39,36,37,73,19,36,39,71,21,20,72,55,21,53,21,4
14,79,12,13,79,60,44,47,46,47,45,63,28,64,28,48,45,46,78,13,80,13,80,47,45,79,13,12,79,14,62,29,80,13,80,13,62,30,64,13,48,14,78,26,48,44,48,30,48,14,47,30,14,46,64,14,60,30,14,78,13,46,14,30,64,26,46,46,14,30,48,28,80,12,48,30,78,14,12,80,64,14,62,14,3
14,78,10,13,78,62,43,49,43,50,44,64,28,64,27,49,43,49,76,12,80,12,80,50,44,79,12,12,79,14,63,29,80,12,80,13,63,28,66,13,51,14,78,26,50,43,50,30,51,13,50,30,14,45,65,13,62,29,14,76,12,45,14,30,64,26,49,44,14,30,50,28,80,12,49,28,78,13,10,80,64,14,64,13,5
13,79,9,13,79,72,40,45,46,45,46,72,19,74,19,48,43,42,77,11,81,11,81,47,43,76,15,15,76,17,72,19,77,15,77,16,73,20,74,16,48,17,75,18,48,40,47,20,48,16,45,20,13,46,73,16,72,20,13,77,11,46,13,20,73,18,42,46,13,20,47,19,77,15,48,20,75,16,9,81,74,17,73,16,3
5,88,3,5,88,71,34,54,38,54,38,72,20,73,20,56,36,52,87,4,89,4,89,55,36,76,16,15,76,17,72,20,77,16,77,16,72,21,73,16,56,17,75,19,56,34,56,21,56,17,54,21,5,38,73,17,71,21,5,87,4,38,5,21,73,19,52,38,5,21,56,20,77,15,56,21,75,17,3,89,73,17,72,17,3
16,76,12,15,76,66,36,51,40,52,40,67,25,68,25,53,38,49,74,14,78,14,78,53,38,73,19,18,73,20,67,25,74,19,74,19,67,26,68,19,54,20,72,24,54,36,54,26,54,20,52,26,16,41,68,20,66,26,16,74,14,41,16,26,68,24,49,40,16,26,54,25,74,18,53,26,72,20,12,78,68,20,67,20,6
14,79,12,13,79,60,55,34,59,34,57,64,28,64,28,36,57,32,78,13,80,13,80,34,56,71,22,20,71,22,62,29,72,21,72,21,62,30,64,21,35,22,70,26,36,55,35,30,35,22,34,30,14,58,64,22,60,30,14,78,13,58,14,30,64,26,32,58,14,30,35,28,72,20,36,30,70,22,12,80,64,22,62,22,3
12,81,10,11,81,59,44,48,44,49,45,61,29,62,29,48,44,48,80,11,82,11,82,49,45,80,11,11,80,13,60,31,81,11,81,12,60,31,63,12,50,13,79,27,49,44,49,32,50,12,49,32,12,46,62,12,59,31,12,80,11,46,12,32,62,28,48,45,12,32,49,29,81,11,48,31,79,12,10,82,62,13,61,12,3
14,79,12,14,79,71,36,53,38,54,40,73,22,71,21,54,37,52,78,13,80,13,80,56,38,74,21,19,73,19,72,23,75,20,73,19,71,21,73,20,56,21,73,21,55,36,56,23,56,21,54,23,14,40,73,21,71,22,14,78,13,40,14,23,72,21,52,39,14,23,56,22,74,19,54,21,73,20,12,80,71,19,72,21,2
21,71,17,20,71,48,48,40,52,40,51,50,43,50,42,42,50,38,69,19,73,19,73,41,50,72,21,19,71,21,49,43,73,20,72,20,49,43,51,20,42,22,70,41,42,48,42,44,42,22,40,44,21,52,51,22,48,44,21,69,19,52,21,44,50,41,38,52,21,44,42,43,73,19,42,43,70,21,17,73,50,21,49,22,2
16,76,12,16,76,81,47,37,52,38,54,83,12,81,11,40,49,35,74,14,78,14,78,42,50,84,11,9,83,9,82,13,85,10,83,9,81,11,83,10,42,11,83,11,41,48,42,13,42,11,38,13,16,54,83,11,81,12,16,74,14,54,16,13,82,11,36,53,16,13,42,12,84,9,40,11,83,10,12,78,81,9,82,11,2
16,76,12,15,76,67,45,43,49,43,48,68,24,69,24,45,47,41,74,14,78,14,78,44,47,75,17,16,75,18,68,24,76,17,76,17,68,25,69,17,45,18,74,23,45,45,45,25,45,18,43,25,16,49,69,18,67,25,16,74,14,49,16,25,69,23,41,49,16,25,45,24,76,16,45,25,74,18,12,78,69,18,68,18,6
13,80,11,13,80,65,46,42,50,42,50,65,26,67,26,44,48,40,79,12,81,12,81,43,48,73,18,18,73,20,65,26,74,18,74,19,66,27,67,19,44,20,72,25,44,46,43,27,44,19,42,27,13,50,66,19,65,27,13,79,12,50,13,27,66,25,40,50,13,27,43,26,74,18,44,27,72,19,11,81,67,20,66,19,4
10,83,8,9,83,66,41,50,43,50,42,68,24,68,23,51,42,49,82,9,84,9,84,50,42,78,13,13,78,15,67,25,79,13,79,14,67,24,70,14,51,15,77,22,51,41,50,26,51,14,50,26,10,43,69,14,66,25,10,82,9,43,10,26,68,22,49,43,10,26,50,24,79,13,51,24,77,14,8,84,68,15,68,14,4
15,78,13,15,78,56,52,36,56,36,56,59,32,60,32,38,54,34,77,14,79,14,79,37,54,69,23,22,69,24,58,33,70,23,70,23,58,34,60,23,38,24,68,30,38,52,38,34,38,24,36,34,15,56,60,24,56,34,15,77,14,56,15,34,60,30,34,56,15,34,38,32,70,22,38,34,68,24,13,79,60,24,58,24,2
13,80,11,12,80,62,48,38,52,39,53,65,26,66,26,40,50,36,79,12,81,12,81,41,51,71,21,20,71,22,64,27,72,21,72,21,64,28,66,21,42,22,70,24,41,48,42,28,42,22,39,28,13,54,66,22,62,28,13,79,12,54,13,28,66,24,36,53,13,28,42,26,72,20,40,28,70,22,11,81,66,22,64,22,7
17,75,13,17,75,63,45,47,45,48,47,66,27,65,26,47,45,47,73,15,77,15,77,48,46,78,14,13,78,15,65,28,79,14,79,14,64,27,67,14,49,15,77,25,48,45,49,29,49,15,48,29,17,47,67,15,63,28,17,73,15,47,17,29,66,25,47,46,17,29,49,27,79,13,47,27,77,15,13,77,65,15,65,15,4
15,78,13,14,78,58,56,32,60,31,59,61,31,60,31,34,58,30,77,14,79,14,79,32,58,69,23,22,69,24,60,32,70,23,70,23,59,32,62,23,33,24,68,30,33,56,33,33,34,24,32,33,14,60,62,23,58,32,15,77,14,60,15,33,61,30,30,60,15,34,33,32,70,22,34,32,68,24,13,79,60,24,60,23,2
13,80,11,13,80,54,42,49,44,48,44,56,33,58,35,50,43,48,79,12,81,12,81,48,43,72,20,19,72,21,56,34,73,20,73,20,56,37,57,20,49,21,71,33,49,42,49,35,50,21,49,36,13,44,57,20,54,35,13,79,12,44,13,35,58,33,48,44,13,36,49,34,73,19,50,37,71,21,11,81,58,21,56,20,5
6,87,4,6,87,71,33,55,37,55,37,71,20,73,20,57,35,53,86,5,88,5,88,56,35,76,15,15,76,17,71,20,77,15,77,16,72,21,73,16,57,17,75,19,57,33,56,21,57,16,55,21,6,37,72,16,71,21,6,86,5,37,6,21,72,19,53,37,6,21,56,20,77,15,57,21,75,16,4,88,73,17,72,16,5
15,78,13,14,78,63,51,37,55,36,54,64,29,63,29,39,53,35,77,14,79,14,79,37,53,74,18,17,74,19,64,29,75,18,75,18,63,29,65,18,38,19,73,29,38,51,38,30,39,19,37,30,14,55,65,18,63,29,15,77,14,55,15,30,64,29,35,55,15,31,38,30,75,17,39,29,73,19,13,79,63,19,64,18,5
6,87,4,6,87,67,28,62,30,63,31,68,24,69,24,63,29,61,86,5,88,5,88,64,29,72,20,19,72,21,68,25,73,20,73,20,68,25,69,20,64,21,71,23,64,28,64,25,64,21,63,25,6,31,69,21,67,25,6,86,5,31,6,25,69,23,61,30,6,25,64,24,73,19,63,25,71,21,4,88,69,21,68,21,3
14,79,12,13,79,57,49,39,53,39,52,60,31,61,31,41,51,37,78,13,80,13,80,40,51,73,19,18,73,20,59,32,74,19,74,19,59,33,61,19,41,20,72,29,41,49,41,33,41,20,39,33,14,53,61,20,57,33,14,78,13,53,14,33,61,29,37,53,14,33,41,31,74,18,41,33,72,20,12,80,61,20,59,20,4
8,85,6,7,85,68,32,55,35,56,36,68,23,70,23,57,33,53,84,7,86,7,86,58,34,77,14,14,77,16,68,23,78,14,78,15,69,24,70,15,59,16,76,22,58,32,58,24,59,15,56,24,8,37,69,15,68,24,8,84,7,37,8,24,69,22,54,36,8,24,58,23,78,14,57,24,76,15,6,86,70,16,69,15,6
14,78,10,14,78,68,35,52,39,53,40,69,23,70,23,54,37,50,76,12,80,12,80,54,37,73,19,18,73,20,69,23,74,19,74,19,69,24,70,19,55,20,72,22,55,35,55,24,55,20,53,24,14,40,70,20,68,24,14,76,12,40,14,24,70,22,50,39,14,24,55,23,74,18,54,24,72,20,10,80,70,20,69,20,3
15,78,13,14,78,52,54,34,58,34,57,57,32,58,32,36,56,32,77,14,79,14,79,35,56,72,19,19,72,21,55,35,73,19,73,20,55,35,59,20,36,21,71,29,36,54,35,36,36,20,34,36,15,58,58,20,52,35,15,77,14,58,15,36,58,29,32,58,15,36,35,32,73,19,36,35,71,20,13,79,58,21,56,20,3
12,80,8,12,80,67,35,53,39,53,39,68,24,69,24,55,37,51,78,10,82,10,82,54,37,76,16,15,76,17,68,24,77,16,77,16,68,25,69,16,55,17,75,23,55,35,55,25,55,17,53,25,12,39,69,17,67,25,12,78,10,39,12,25,69,23,51,39,12,25,55,24,77,15,55,25,75,17,8,82,69,17,68,17,7
11,81,7,11,81,65,34,53,38,53,39,66,25,67,26,55,36,51,79,9,83,9,83,54,36,76,16,15,76,17,66,25,77,16,77,16,66,27,67,16,55,17,75,25,55,34,55,26,56,17,54,27,11,39,67,16,65,26,11,79,9,39,11,26,67,25,51,38,11,27,55,26,77,15,55,27,75,17,7,83,67,17,66,16,7
16,77,14,15,77,65,66,22,70,22,69,67,25,67,25,24,68,20,76,15,78,15,78,23,68,72,20,19,72,21,67,26,73,20,73,20,66,26,68,20,24,21,71,24,24,66,24,27,24,21,22,27,16,70,68,21,65,26,16,76,15,70,16,27,68,24,20,70,16,27,24,25,73,19,24,26,71,21,14,78,67,21,67,21,6
4,89,2,4,89,74,36,49,42,49,42,75,17,76,17,52,39,46,88,3,90,3,90,51,39,79,13,12,79,14,75,17,80,13,80,13,75,18,76,13,52,14,78,16,52,36,52,18,52,14,49,18,4,42,76,14,74,18,4,88,3,42,4,18,76,16,46,42,4,18,52,17,80,12,52,18,78,14,2,90,76,14,75,14,2
20,72,16,19,72,61,45,46,47,46,46,64,27,65,27,47,46,45,70,18,74,18,74,46,46,80,12,11,80,13,63,28,81,12,81,12,63,29,65,12,47,13,79,25,47,45,47,29,47,13,46,29,20,47,65,13,61,29,20,70,18,47,20,29,65,25,45,47,20,29,47,27,81,11,47,29,79,13,16,74,65,13,63,13,6
8,85,6,8,85,73,21,71,21,72,23,74,20,73,19,71,21,71,84,7,86,7,86,73,22,75,19,18,74,18,74,21,76,19,74,18,73,19,75,19,73,20,74,19,72,21,73,21,73,20,72,21,8,23,75,20,73,20,8,84,7,23,8,21,74,19,71,22,8,21,73,20,75,18,71,19,74,19,6,86,73,18,74,20,6
10,83,8,9,83,60,40,51,42,51,41,62,28,64,28,52,41,50,82,9,84,9,84,51,41,78,13,13,78,15,61,29,79,13,79,14,62,30,64,14,52,15,77,26,52,40,51,30,52,14,51,30,10,42,63,14,60,30,10,82,9,42,10,30,63,26,50,42,10,30,51,28,79,13,52,30,77,14,8,84,64,15,62,14,6
16,77,14,15,77,56,47,44,49,44,48,59,32,60,32,45,48,43,76,15,78,15,78,44,48,72,20,19,72,21,58,33,73,20,73,20,58,34,60,20,45,21,71,30,45,47,45,34,45,21,44,34,16,49,60,21,56,34,16,76,15,49,16,34,60,30,43,49,16,34,45,32,73,19,45,34,71,21,14,78,60,21,58,21,1
16,76,12,16,76,67,41,47,45,47,45,68,24,69,24,49,43,45,74,14,78,14,78,48,43,71,21,20,71,22,68,24,72,21,72,21,68,25,69,21,49,22,70,23,49,41,49,25,49,22,47,25,16,45,69,22,67,25,16,74,14,45,16,25,69,23,45,45,16,25,49,24,72,20,49,25,70,22,12,78,69,22,68,22,4
13,80,11,12,80,52,43,48,45,48,44,54,37,55,37,49,44,47,79,12,81,12,81,48,44,73,19,18,73,20,53,38,74,19,74,19,53,39,55,19,49,20,72,35,49,43,49,39,49,20,48,39,13,45,55,20,52,39,13,79,12,45,13,39,55,36,47,45,13,39,49,37,74,18,49,39,72,20,11,81,55,20,53,20,5
16,76,12,16,76,65,35,52,39,52,40,66,25,67,26,54,37,50,74,14,78,14,78,53,37,75,17,16,75,18,66,25,76,17,76,17,66,27,67,17,54,18,74,25,54,35,54,26,55,18,53,27,16,40,67,17,65,26,16,74,14,40,16,26,67,25,50,39,16,27,54,26,76,16,54,27,74,18,12,78,67,18,66,17,7
18,74,14,17,74,56,49,39,53,39,52,60,31,60,31,41,51,37,72,16,76,16,76,40,51,69,23,22,69,24,59,33,70,23,70,23,58,33,61,23,41,24,68,29,41,49,41,34,41,24,39,34,18,53,61,24,56,33,18,72,16,53,18,34,61,29,37,53,18,34,41,31,70,22,41,33,68,24,14,76,60,24,59,24,2
9,84,7,8,84,59,45,47,45,48,46,62,31,61,30,47,45,47,83,8,85,8,85,48,46,79,12,10,79,13,61,32,81,11,81,11,60,31,63,11,49,13,77,29,48,45,49,33,49,13,48,33,9,47,63,13,59,32,9,83,8,47,9,33,62,29,47,46,9,33,49,31,81,10,47,31,78,13,7,85,61,13,61,13,1
18,74,14,18,74,68,47,41,51,41,51,70,22,70,22,43,49,39,72,16,76,16,76,42,49,76,16,15,76,17,70,23,77,16,77,16,69,23,71,16,43,17,75,21,43,47,43,24,43,17,41,24,18,51,71,17,68,23,18,72,16,51,18,24,71,21,39,51,18,24,43,22,77,15,43,23,75,17,14,76,70,17,70,17,5
13,80,11,13,80,76,53,35,57,35,57,78,15,78,15,37,55,33,79,12,81,12,81,36,55,83,12,10,82,10,77,15,84,11,82,10,77,16,78,11,37,12,82,14,37,53,37,16,37,12,35,16,13,57,78,12,76,16,13,79,12,57,13,16,78,14,33,57,13,16,37,15,83,10,37,16,82,11,11,81,78,10,77,12,2
19,73,15,18,73,57,44,48,44,49,45,60,31,61,31,48,44,48,71,17,75,17,75,49,45,81,11,10,81,12,59,32,82,11,82,11,59,33,61,11,50,12,80,29,49,44,50,33,50,12,49,33,19,46,61,12,57,33,19,71,17,46,19,33,61,29,48,45,19,33,50,31,82,10,48,33,80,12,15,75,61,12,59,12,6
21,70,15,21,70,67,43,45,47,45,47,68,24,69,24,47,45,43,67,18,73,18,73,47,45,71,21,20,71,22,68,25,72,21,72,21,68,25,69,21,47,22,70,23,47,43,47,25,47,22,45,25,21,47,69,22,67,25,21,67,18,47,21,25,69,23,43,47,21,25,47,24,72,20,47,25,70,22,15,73,69,22,68,22,2
13,80,11,12,80,56,58,30,62,30,61,60,31,60,30,32,60,28,79,12,81,12,81,31,60,69,22,22,69,24,58,33,70,22,70,23,58,32,62,23,32,24,68,28,32,58,31,34,32,23,30,34,13,62,61,23,56,33,13,79,12,62,13,34,60,28,28,62,13,34,31,31,70,22,32,32,68,23,11,81,60,24,59,23,3
16,77,14,15,77,66,46,40,50,41,51,67,25,68,25,42,48,38,76,15,78,15,78,43,49,70,22,21,70,23,67,25,71,22,71,22,67,26,68,22,44,23,69,24,43,46,44,26,44,23,41,26,16,52,68,23,66,26,16,76,15,52,16,26,68,24,38,51,16,26,44,25,71,21,42,26,69,23,14,78,68,23,67,23,7
21,71,17,21,71,53,41,50,43,49,43,55,37,55,37,51,42,49,69,19,73,19,73,49,42,78,14,13,78,15,54,37,79,14,79,14,54,38,56,14,50,15,77,36,50,41,50,38,51,15,50,39,21,43,56,14,53,38,21,69,19,43,21,38,55,36,49,43,21,39,50,38,79,13,51,38,77,15,17,73,55,15,54,14,4
23,70,21,23,70,59,48,40,52,40,52,63,28,63,28,42,50,38,69,22,71,22,71,41,50,71,21,20,71,22,62,30,72,21,72,21,61,30,64,21,42,22,70,26,42,48,42,31,42,22,40,31,23,52,64,22,59,30,23,69,22,52,23,31,64,26,38,52,23,31,42,28,72,20,42,30,70,22,21,71,63,22,62,22,2
