@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atLee numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o3atLee numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
26,11,19,31,0,20,12,0,31,0,31,31,4,26,4,27,5,19,11,31,0,0,31,0,13,26,16,27,4,28,3,2,14,17,27,5,28,4,29,3,28,3,14,17,28,2,27,4,26,4,14,5,27,3,17,13,21,8,31,0,31,0,0,31,0,31,14,18,9,22,0,31,0,31,9,22,9,17,13,17,0,22,1.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,11,16,18,17,14,18,13,12,12,19,17,15,18,14,19,13,18,13,12,19,18,12,17,14,16,14,12,15,17,13,0,31,16,12,29,1,31,0,0,31,1,29,31,0,14,18,2,30,0,31,13,17,13,0,31,0,1,17,2.0
31,16,14,23,5,14,16,6,24,7,25,31,0,31,0,31,0,15,17,31,0,0,31,0,10,20,19,23,9,24,7,6,11,20,21,10,24,8,25,7,24,7,11,20,24,6,21,8,21,10,11,10,23,7,16,14,18,12,21,9,28,1,2,29,9,21,15,17,13,19,10,22,2,29,12,18,12,16,14,16,9,18,7.0
31,19,11,23,7,12,20,8,24,7,23,31,0,31,0,31,0,11,19,31,0,0,31,0,16,18,14,19,12,21,11,9,17,15,19,13,20,12,22,10,20,10,16,14,21,9,19,12,18,12,17,13,19,11,12,18,17,12,23,6,29,0,1,30,7,24,19,13,13,18,7,24,1,30,13,18,13,12,18,12,7,18,2.0
31,0,31,22,7,31,0,8,23,8,23,31,0,31,0,31,0,31,0,31,0,0,31,0,0,15,31,18,15,20,12,10,0,31,16,16,19,13,21,11,19,11,0,31,20,10,16,13,15,15,0,16,18,12,11,19,14,16,16,14,21,8,9,22,14,16,20,12,17,15,15,17,9,22,16,14,16,11,19,11,14,14,1.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,20,22,21,10,22,9,8,8,23,21,11,22,10,23,9,22,9,8,23,22,8,21,10,20,10,8,11,21,9,11,19,14,16,20,9,31,0,0,31,10,21,20,12,17,15,10,21,0,31,16,14,16,11,19,11,10,14,5.0
27,6,24,31,0,25,7,0,31,0,31,31,3,27,3,28,4,24,6,31,0,0,31,0,9,23,20,24,7,25,6,5,10,21,24,8,25,7,26,6,25,6,10,21,25,5,24,7,23,7,10,8,24,6,7,23,19,10,31,0,31,0,0,31,0,31,24,8,11,20,0,31,0,31,11,20,11,7,23,7,0,20,5.0
31,0,31,22,7,31,0,8,23,8,23,31,0,31,0,31,0,31,0,31,0,0,31,0,5,20,24,21,10,21,9,9,6,25,21,11,21,10,22,9,22,10,6,25,21,9,21,10,20,10,6,11,21,9,6,24,13,17,21,8,31,0,0,31,9,22,25,7,18,14,9,22,0,31,17,13,17,6,24,6,9,13,7.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,3,13,27,31,16,31,0,0,3,27,14,17,31,0,31,0,31,0,4,28,31,0,14,0,14,17,3,17,31,0,21,9,22,8,24,6,26,4,5,27,7,25,9,21,8,22,6,24,4,26,9,23,9,22,10,22,7,23,5.0
24,13,17,31,0,18,14,0,31,0,31,31,6,24,6,25,7,17,13,31,0,0,31,0,0,28,31,31,1,31,0,0,0,31,29,2,31,0,31,0,31,0,0,31,31,0,29,0,29,2,0,2,31,0,11,19,13,17,14,16,18,11,12,19,17,15,19,11,17,13,16,14,12,19,18,14,18,12,20,12,17,14,1.0
28,6,24,22,7,25,7,8,23,8,23,31,1,29,2,29,2,24,6,31,0,0,31,0,9,23,20,24,7,24,6,6,10,21,24,8,24,7,25,6,25,7,10,21,24,6,24,7,23,7,10,8,24,6,7,23,19,10,31,0,31,0,0,31,0,31,24,8,11,20,0,31,0,31,11,20,11,7,23,7,0,20,5.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,4,15,25,24,13,25,6,5,5,26,17,15,25,7,26,6,25,6,5,26,25,5,17,7,16,14,5,15,24,6,14,16,17,13,20,9,31,0,0,31,10,21,17,15,14,18,10,21,0,31,13,17,13,14,16,14,10,17,5.0
26,20,10,31,0,11,21,0,31,0,31,31,3,27,4,27,4,10,20,31,0,0,31,0,14,19,15,20,11,21,10,9,15,16,20,12,21,11,22,10,21,10,15,16,21,9,20,11,19,11,15,12,20,10,11,19,16,13,23,6,31,0,0,31,7,24,20,12,14,17,7,24,0,31,14,17,14,11,19,11,7,17,5.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,0,31,31,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,0,31,31,0,31,0,31,0,0,0,31,0,21,9,22,8,24,6,28,1,2,29,7,25,9,21,8,22,6,24,2,29,9,23,9,22,10,22,7,23,3.0
31,4,25,31,0,26,5,0,31,0,31,31,0,31,0,31,0,26,5,31,0,0,31,0,8,26,21,27,4,28,3,2,9,22,27,5,28,4,29,3,28,3,9,22,28,2,27,4,26,4,9,5,27,3,18,12,21,9,24,6,31,0,0,31,6,24,13,19,10,22,7,25,0,31,9,21,9,18,12,18,6,21,7.0
31,8,22,14,15,23,9,16,15,16,15,31,0,31,0,31,0,22,8,31,0,0,31,0,7,15,22,25,13,26,5,4,8,23,17,15,26,6,27,5,26,5,8,23,26,4,17,6,16,14,8,15,25,5,11,19,19,11,31,0,31,0,0,31,0,31,20,12,12,20,0,31,0,31,11,19,11,11,19,11,0,19,6.0
31,2,28,21,8,29,3,9,22,9,22,31,0,31,0,31,0,28,2,31,0,0,31,0,5,11,24,23,18,23,7,7,6,25,12,19,23,8,24,7,24,8,6,25,23,7,12,8,12,19,6,19,23,7,8,22,11,18,24,5,31,0,0,31,6,25,23,9,19,12,6,25,0,31,19,12,19,8,22,8,6,12,2.0
20,15,15,31,0,16,16,0,31,0,31,31,10,20,10,21,11,15,15,31,0,0,31,0,0,8,31,31,22,31,0,0,0,31,8,22,31,0,31,0,31,0,0,31,31,0,8,0,9,23,0,22,31,0,11,19,12,18,14,16,17,12,13,18,17,15,19,11,18,12,16,14,13,18,19,13,19,12,20,12,17,13,3.0
26,16,14,31,0,15,17,0,31,0,31,31,4,26,4,27,5,14,16,31,0,0,31,0,7,23,23,31,6,31,0,0,7,23,24,7,31,0,31,0,31,0,8,24,31,0,24,0,24,7,7,7,31,0,24,6,24,6,25,5,26,4,5,27,6,26,6,24,6,24,5,25,4,26,6,25,7,25,7,24,6,25,5.0
31,6,24,19,10,24,6,11,20,11,20,31,0,31,0,31,0,25,7,31,0,0,31,0,6,11,23,18,18,19,12,11,7,24,12,19,19,13,20,12,19,12,7,24,19,11,12,13,12,19,7,19,18,12,3,27,6,23,19,10,31,0,0,31,11,20,28,4,24,7,11,20,0,31,24,7,24,3,27,3,11,7,3.0
19,22,8,27,3,9,23,4,28,3,27,31,10,20,11,20,11,8,22,31,0,0,31,0,17,18,13,20,12,22,10,8,18,14,19,13,21,11,23,9,21,9,17,13,22,8,19,11,18,12,18,13,20,10,11,19,16,14,22,7,31,0,0,31,8,23,20,12,15,17,8,23,0,31,14,16,14,11,19,11,8,16,4.0
29,6,24,31,0,25,7,0,31,0,31,31,1,29,1,30,2,24,6,31,0,0,31,0,13,22,16,23,8,24,7,6,14,17,23,9,24,8,25,7,24,7,14,17,24,6,23,8,22,8,14,9,23,7,6,24,20,9,31,0,31,0,0,31,0,31,25,7,10,21,0,31,0,31,10,21,10,6,24,6,0,21,3.0
31,0,31,25,4,31,0,5,26,5,26,31,0,31,0,31,0,31,0,31,0,0,31,0,8,18,21,19,12,19,11,11,9,22,19,13,19,12,20,11,20,12,9,22,19,11,19,12,18,12,9,13,19,11,1,29,16,13,31,0,31,0,0,31,0,31,30,2,14,17,0,31,0,31,14,17,14,1,29,1,0,17,5.0
31,8,21,25,4,22,9,5,26,5,26,31,0,31,0,31,0,22,9,31,0,0,31,0,7,13,22,21,16,21,9,9,8,23,14,17,21,10,22,9,22,10,8,23,21,9,14,10,14,17,8,17,21,9,6,24,9,21,18,11,31,0,0,31,12,19,25,7,22,10,12,19,0,31,21,9,21,6,24,6,12,9,3.0
31,4,26,31,0,27,5,0,31,0,31,31,0,31,0,31,0,26,4,31,0,0,31,0,4,22,25,23,8,24,7,6,5,26,23,9,24,8,25,7,24,7,5,26,24,6,23,8,22,8,5,9,23,7,9,21,12,18,24,5,31,0,0,31,6,25,22,10,19,13,6,25,0,31,18,12,18,9,21,9,6,12,3.0
31,0,31,22,7,31,0,8,23,8,23,31,0,31,0,31,0,31,0,31,0,0,31,0,7,12,22,22,16,23,8,7,8,23,14,18,23,9,24,8,23,8,8,23,23,7,14,9,13,17,8,18,22,8,11,19,16,14,21,8,31,0,0,31,9,22,20,12,15,17,9,22,0,31,14,16,14,11,19,11,9,16,6.0
27,27,3,31,0,4,28,0,31,0,31,31,2,28,3,28,3,3,27,31,0,0,31,0,13,22,16,23,8,25,7,5,14,17,23,9,24,8,26,6,24,6,14,17,25,5,23,8,22,8,14,9,23,7,15,15,18,12,21,8,31,0,0,31,9,22,16,16,13,19,9,22,0,31,12,18,12,15,15,15,9,18,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,11,17,18,18,13,18,12,12,12,19,18,14,18,13,19,12,19,13,12,19,18,12,18,13,17,13,12,14,18,12,0,31,16,11,31,0,31,0,0,31,0,31,31,0,13,18,0,31,0,31,13,18,13,0,31,0,0,18,3.0
31,0,31,16,13,31,0,14,17,14,17,31,0,31,0,31,0,31,0,31,0,0,31,0,0,16,31,31,13,31,0,0,0,31,17,14,31,0,31,0,31,0,0,31,31,0,17,0,17,14,0,14,31,0,20,10,22,8,25,5,31,0,0,31,6,26,10,20,8,22,5,25,0,31,9,23,9,21,11,21,6,23,2.0
24,8,22,22,7,23,9,8,23,8,23,31,5,25,6,25,6,22,8,31,0,0,31,0,12,17,17,24,11,25,6,5,13,18,19,13,25,7,26,6,25,6,13,18,25,5,19,7,18,12,13,13,24,6,14,15,31,0,31,0,31,0,0,31,0,31,16,15,0,31,0,31,0,31,0,31,0,15,16,15,0,31,2.0
31,6,21,21,8,23,8,9,22,9,22,31,0,31,0,31,0,23,8,31,0,0,31,0,0,3,31,31,27,31,0,0,0,31,4,28,31,0,31,0,31,0,0,31,31,0,4,0,3,27,0,28,31,0,10,20,12,18,16,13,23,6,7,24,14,17,20,10,18,12,14,17,7,24,19,13,19,11,21,11,14,13,2.0
31,5,25,24,5,26,6,6,25,6,25,31,0,31,0,31,0,25,5,31,0,0,31,0,9,17,20,24,11,25,6,5,10,21,19,13,25,7,26,6,25,6,10,21,25,5,19,7,18,12,10,13,24,6,11,19,17,13,31,0,31,0,0,31,0,31,20,12,14,18,0,31,0,31,13,17,13,11,19,11,0,17,6.0
31,5,24,31,0,25,6,0,31,0,31,31,0,31,0,31,0,25,6,31,0,0,31,0,12,18,17,23,11,23,7,7,13,18,19,12,23,8,24,7,24,8,13,18,23,7,19,8,19,12,13,12,23,7,11,19,18,12,31,0,31,0,0,31,0,31,20,12,13,19,0,31,0,31,12,18,12,11,19,11,0,18,4.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,9,22,20,23,8,23,7,7,10,21,23,9,23,8,24,7,24,8,10,21,23,7,23,8,22,8,10,9,23,7,6,24,16,13,31,0,31,0,0,31,0,31,25,7,14,17,0,31,0,31,14,17,14,6,24,6,0,17,4.0
24,24,6,31,0,7,25,0,31,0,31,31,5,25,6,25,6,6,24,31,0,0,31,0,14,20,15,21,10,22,9,8,15,16,21,11,22,10,23,9,22,9,15,16,22,8,21,10,20,10,15,11,21,9,14,16,17,13,20,9,31,0,0,31,10,21,17,15,14,18,10,21,0,31,13,17,13,14,16,14,10,17,2.0
27,20,10,31,0,10,20,0,31,0,31,31,2,28,3,28,3,11,21,31,0,0,31,0,12,18,17,20,11,21,10,9,13,18,19,12,21,11,22,10,21,10,13,18,21,9,19,11,19,12,13,12,20,10,11,19,13,17,18,11,31,0,0,31,12,19,20,12,18,14,12,19,0,31,17,13,17,11,19,11,12,13,7.0
31,0,31,22,7,31,0,8,23,8,23,31,0,31,0,31,0,31,0,31,0,0,31,0,8,16,21,17,14,18,13,12,9,22,17,15,18,14,19,13,18,13,9,22,18,12,17,14,16,14,9,15,17,13,1,29,13,16,31,0,31,0,0,31,0,31,30,2,17,14,0,31,0,31,17,14,17,1,29,1,0,14,4.0
31,15,14,31,0,15,16,0,31,0,31,31,0,31,0,31,0,15,16,31,0,0,31,0,14,18,15,20,11,21,10,9,15,16,18,12,21,10,22,10,21,10,15,16,21,9,19,11,19,12,15,12,20,10,13,17,21,8,31,0,31,0,0,31,0,31,18,14,9,22,0,31,0,31,9,22,9,13,17,13,0,22,2.0
28,8,22,31,0,23,9,0,31,0,31,31,2,28,2,29,3,22,8,31,0,0,31,0,12,26,17,26,4,27,4,3,13,18,26,5,27,4,28,4,27,4,13,18,27,3,27,5,26,4,13,5,26,4,16,14,28,1,31,0,31,0,0,31,0,31,15,17,2,29,0,31,0,31,2,29,2,16,14,16,0,29,5.0
31,4,26,31,0,26,4,0,31,0,31,31,0,31,0,31,0,27,5,31,0,0,31,0,5,10,24,15,19,15,15,15,6,25,11,20,15,16,16,15,16,16,6,25,15,15,11,16,11,20,6,20,15,15,0,30,4,26,10,20,31,0,0,31,20,10,31,1,27,5,21,11,0,31,26,4,26,0,30,0,20,4,5.0
31,14,15,31,0,16,15,0,31,0,31,31,0,31,0,31,0,16,15,31,0,0,31,0,14,21,16,31,9,31,0,0,14,16,21,9,31,0,31,0,31,0,15,17,31,0,21,0,22,10,14,9,31,0,18,11,30,0,30,0,31,0,0,31,0,31,12,19,0,30,0,30,0,31,1,30,1,19,12,19,1,31,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,5,21,24,23,9,24,7,6,6,25,22,10,24,8,25,7,24,7,6,25,24,6,22,8,21,9,6,10,23,7,13,17,16,14,19,10,31,0,0,31,11,20,18,14,15,17,11,20,0,31,14,16,14,13,17,13,11,16,3.0
26,9,21,31,0,22,10,0,31,0,31,31,3,27,4,27,4,21,9,31,0,0,31,0,13,18,16,28,11,29,2,1,14,17,19,12,29,3,30,2,29,2,14,17,29,1,19,3,19,12,14,12,28,2,17,13,25,4,31,0,31,0,0,31,0,31,14,18,5,26,0,31,0,31,5,26,5,17,13,17,0,26,4.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,17,22,20,11,20,10,10,8,23,19,13,20,11,21,10,21,11,8,23,20,10,19,11,18,12,8,13,20,10,4,26,12,18,22,7,31,0,0,31,8,23,27,5,19,13,8,23,0,31,18,12,18,4,26,4,8,12,6.0
31,2,28,21,8,28,2,9,22,9,22,31,0,31,0,31,0,29,3,31,0,0,31,0,4,14,25,22,15,23,8,7,5,26,15,16,23,9,24,8,23,8,5,26,23,7,15,9,15,16,5,16,22,8,11,19,14,16,18,11,31,0,0,31,12,19,20,12,17,15,12,19,0,31,16,14,16,11,19,11,12,14,3.0
25,14,15,31,0,16,15,0,31,0,31,31,4,26,5,26,5,16,15,31,0,0,31,0,14,19,15,26,11,31,3,0,15,16,19,11,27,4,31,0,27,0,15,16,31,0,19,4,20,12,15,11,27,4,20,9,25,3,31,0,31,0,0,31,0,31,10,21,4,26,0,31,0,31,4,27,5,21,10,20,0,27,3.0
31,2,28,21,8,28,2,9,22,9,22,31,0,31,0,31,0,29,3,31,0,0,31,0,2,9,27,14,20,15,16,15,3,28,10,21,15,17,16,16,15,16,3,28,15,15,10,17,10,21,3,21,14,16,0,30,7,23,13,17,31,0,0,31,17,13,31,1,24,8,18,14,0,31,23,7,23,0,30,0,17,7,7.0
31,0,31,24,5,31,0,6,25,6,25,31,0,31,0,31,0,31,0,31,0,0,31,0,4,12,25,17,16,18,13,12,5,26,13,18,18,13,19,13,18,13,5,26,18,12,14,14,13,17,5,18,17,13,3,27,12,18,19,10,31,0,0,31,11,20,28,4,19,13,11,20,0,31,18,12,18,3,27,3,11,12,7.0
31,31,0,31,0,0,31,0,31,0,31,31,0,31,0,31,0,0,31,31,0,0,31,0,15,19,14,24,10,25,6,5,16,15,20,11,25,7,26,6,25,6,16,15,25,5,20,7,20,11,16,11,24,6,14,16,18,11,26,3,31,0,0,31,4,27,17,15,12,19,4,27,0,31,12,19,12,14,16,14,4,19,6.0
31,8,20,31,0,21,9,0,31,0,31,31,0,31,0,31,0,22,10,31,0,0,31,0,3,10,26,20,19,21,10,9,4,27,11,20,21,11,22,10,21,10,4,27,21,9,11,11,11,20,4,20,20,10,3,27,6,24,10,20,31,0,0,31,20,10,28,4,25,7,21,11,0,31,24,6,24,3,27,3,20,6,2.0
27,7,23,17,12,24,8,13,18,13,18,31,3,27,3,28,4,23,7,31,0,0,31,0,6,22,23,23,8,24,7,6,7,24,23,9,24,8,25,7,24,7,7,24,24,6,23,8,22,8,7,9,23,7,5,25,17,12,31,0,31,0,0,31,0,31,26,6,13,18,0,31,0,31,13,18,13,5,25,5,0,18,6.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,0,31,30,31,0,31,0,0,0,30,31,0,31,0,31,0,31,0,1,31,31,0,31,0,31,0,0,0,31,0,19,11,20,10,22,8,24,6,7,25,9,23,11,19,10,20,8,22,6,24,11,21,11,20,12,20,9,21,6.0
26,7,23,31,0,24,8,0,31,0,31,31,4,26,4,27,5,23,7,31,0,0,31,0,9,27,20,28,3,28,2,2,10,21,28,4,28,3,29,2,29,3,10,21,28,2,28,3,27,3,10,4,28,2,11,19,22,7,31,0,31,0,0,31,0,31,20,12,8,23,0,31,0,31,8,23,8,11,19,11,0,23,6.0
27,8,22,31,0,23,9,0,31,0,31,31,3,27,3,28,4,22,8,31,0,0,31,0,15,21,14,22,9,23,8,7,16,15,22,10,23,9,24,8,23,8,16,15,23,7,22,9,21,9,16,10,22,8,12,18,21,8,31,0,31,0,0,31,0,31,19,13,9,22,0,31,0,31,9,22,9,12,18,12,0,22,1.0
31,7,23,19,10,23,7,11,20,11,20,31,0,31,0,31,0,24,8,31,0,0,31,0,4,10,25,20,19,21,10,9,5,26,11,20,21,11,22,10,21,10,5,26,21,9,11,11,11,20,5,20,20,10,11,19,13,17,15,15,31,0,0,31,15,15,20,12,18,14,16,16,0,31,17,13,17,11,19,11,15,13,4.0
19,15,15,31,0,16,16,0,31,0,31,31,9,20,10,21,11,15,15,31,0,0,31,0,12,31,18,31,0,31,0,0,12,18,31,0,31,0,31,0,31,0,13,19,31,0,31,0,31,0,12,0,31,0,19,10,29,1,30,0,31,0,0,31,1,31,11,20,1,29,0,30,0,31,2,30,2,20,11,20,1,30,5.0
31,0,30,21,8,30,0,9,22,9,22,31,0,31,0,31,0,31,1,31,0,0,31,0,6,15,23,21,14,22,9,8,7,24,15,15,22,9,23,9,22,9,7,24,22,8,16,10,16,15,7,15,21,9,8,22,16,14,21,8,31,0,0,31,9,22,23,9,15,17,9,22,0,31,14,16,14,8,22,8,9,16,7.0
31,6,23,25,4,24,7,5,26,5,26,31,0,31,0,31,0,24,7,31,0,0,31,0,12,16,17,21,13,26,7,4,13,18,17,14,23,9,27,5,23,5,13,18,26,4,17,9,17,14,13,14,22,8,18,12,23,6,31,0,31,0,0,31,0,31,13,19,7,24,0,31,0,31,7,24,7,18,12,18,0,24,2.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,8,16,21,17,14,18,13,11,9,22,17,15,18,14,19,12,18,12,9,22,19,12,17,14,16,14,9,15,17,13,0,29,17,12,31,0,31,0,0,31,0,31,30,1,13,18,0,31,0,31,13,18,13,1,30,1,0,18,1.0
31,2,28,16,13,29,3,14,17,14,17,31,0,31,0,31,0,28,2,31,0,0,31,0,3,12,26,20,16,21,10,9,4,27,14,18,21,11,22,10,21,10,4,27,21,9,14,11,13,17,4,18,20,10,6,24,11,18,31,0,31,0,0,31,0,31,25,7,19,12,0,31,0,31,19,12,19,6,24,6,0,12,5.0
27,21,8,31,0,9,22,0,31,0,31,31,3,27,3,28,4,9,22,31,0,0,31,0,0,10,31,31,20,31,0,0,0,31,10,20,31,0,31,0,31,0,0,31,31,0,10,0,11,21,0,20,31,0,11,19,13,17,14,16,17,12,13,18,17,15,19,11,17,13,16,14,13,18,18,14,18,12,20,12,17,14,2.0
31,0,31,20,9,31,0,10,21,10,21,31,0,31,0,31,0,31,0,31,0,0,31,0,8,17,21,18,13,19,12,11,9,22,18,14,19,13,20,12,19,12,9,22,19,11,18,13,17,13,9,14,18,12,0,31,18,10,31,0,31,0,0,31,0,31,31,0,12,20,0,31,0,31,11,19,11,0,31,0,0,19,6.0
31,8,22,20,9,22,8,10,21,10,21,31,0,31,0,31,0,23,9,31,0,0,31,0,4,10,25,20,19,21,10,9,5,26,11,20,21,11,22,10,21,10,5,26,21,9,11,11,11,20,5,20,20,10,11,19,13,17,16,14,24,5,6,25,14,16,20,12,18,14,15,17,6,25,17,13,17,11,19,11,14,13,2.0
26,18,12,31,0,13,19,0,31,0,31,31,3,27,4,27,4,12,18,31,0,0,31,0,9,13,21,27,16,31,2,0,9,21,14,17,28,3,31,0,28,0,10,22,31,0,14,3,14,17,9,17,28,3,23,6,26,4,27,3,28,2,3,29,4,28,7,24,4,26,3,27,2,28,4,27,5,24,7,23,4,27,3.0
31,18,11,31,0,12,19,0,31,0,31,31,0,31,0,31,0,12,19,31,0,0,31,0,15,19,14,20,11,21,10,9,16,15,20,12,21,11,22,10,21,10,16,15,21,9,20,11,19,11,16,12,20,10,12,18,14,16,19,10,31,0,0,31,11,20,19,13,17,15,11,20,0,31,16,14,16,12,18,12,11,14,7.0
18,16,14,21,9,15,17,10,22,9,21,31,11,19,12,19,12,14,16,31,0,0,31,0,8,31,22,31,0,31,0,0,8,22,31,0,31,0,31,0,31,0,9,23,31,0,31,0,31,0,8,0,31,0,14,15,27,3,27,3,29,1,2,30,3,28,16,15,3,27,3,27,1,29,4,27,4,15,16,15,4,28,4.0
26,17,13,23,7,14,18,8,24,7,23,31,3,27,4,27,4,13,17,31,0,0,31,0,14,16,16,17,14,18,13,12,15,17,17,15,18,14,19,13,18,13,14,16,18,12,17,14,16,14,15,15,17,13,8,22,11,18,19,10,31,0,0,31,11,20,23,9,19,12,11,20,0,31,19,12,19,8,22,8,11,12,2.0
31,11,19,20,9,20,12,10,21,10,21,31,0,31,0,31,0,19,11,31,0,0,31,0,9,21,20,28,7,29,2,1,10,21,23,9,29,3,30,2,29,2,10,21,29,1,23,3,22,8,10,9,28,2,15,15,22,7,31,0,31,0,0,31,0,31,16,16,8,23,0,31,0,31,8,23,8,15,15,15,0,23,6.0
7,25,5,30,0,6,26,1,31,0,30,31,22,8,23,8,23,5,25,31,0,0,31,0,20,21,10,23,9,24,7,6,21,11,22,10,24,8,25,7,24,7,20,10,24,6,22,8,21,9,21,10,23,7,13,17,15,15,17,12,24,5,6,25,13,18,18,14,16,16,13,18,6,25,15,15,15,13,17,13,13,15,3.0
27,6,24,31,0,25,7,0,31,0,31,31,2,28,3,28,3,24,6,31,0,0,31,0,13,24,16,25,6,26,5,4,14,17,25,7,26,6,27,5,26,5,14,17,26,4,25,6,24,6,14,7,25,5,16,14,20,9,31,0,31,0,0,31,0,31,15,17,10,21,0,31,0,31,10,21,10,16,14,16,0,21,1.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,8,21,21,21,9,22,9,8,9,22,21,10,22,9,23,9,22,9,9,22,22,8,22,10,21,9,9,10,21,9,7,23,14,16,31,0,31,0,0,31,0,31,24,8,17,15,0,31,0,31,16,14,16,7,23,7,0,14,6.0
31,6,24,16,13,24,6,14,17,14,17,31,0,31,0,31,0,25,7,31,0,0,31,0,6,12,23,22,17,23,8,7,7,24,13,18,23,9,24,8,23,8,7,24,23,7,13,9,13,18,7,18,22,8,10,20,12,17,24,5,31,0,0,31,6,25,21,11,18,13,6,25,0,31,18,13,18,10,20,10,6,13,2.0
28,7,22,31,0,23,8,0,31,0,31,31,2,28,2,29,3,23,8,31,0,0,31,0,12,16,17,25,13,25,5,5,13,18,17,14,25,6,26,5,26,6,13,18,25,5,17,6,17,14,13,14,25,5,15,15,23,6,31,0,31,0,0,31,0,31,16,16,7,24,0,31,0,31,7,24,7,15,15,15,0,24,2.0
31,12,15,31,0,17,14,0,31,0,31,31,0,31,0,31,0,17,14,31,0,0,31,0,14,22,15,23,8,24,7,6,15,16,23,9,24,8,25,7,24,7,15,16,24,6,23,8,22,8,15,9,23,7,15,15,19,11,31,0,31,0,0,31,0,31,16,16,12,20,0,31,0,31,11,19,11,15,15,15,0,19,6.0
31,3,27,23,6,28,4,7,24,7,24,31,0,31,0,31,0,27,3,31,0,0,31,0,9,20,20,21,10,22,9,8,10,21,21,11,22,10,23,9,22,9,10,21,22,8,21,10,20,10,10,11,21,9,4,26,26,3,31,0,31,0,0,31,0,31,27,5,4,27,0,31,0,31,4,27,4,4,26,4,0,27,2.0
27,6,24,31,0,25,7,0,31,0,31,31,3,27,3,28,4,24,6,31,0,0,31,0,11,25,18,25,5,26,5,4,12,19,25,6,26,5,27,5,26,5,12,19,26,4,26,6,25,5,12,6,25,5,17,13,22,7,31,0,31,0,0,31,0,31,14,18,8,23,0,31,0,31,8,23,8,17,13,17,0,23,1.0
